,FVMC_Rewards1,FVMC_noSteps1,FVMC_Accuracy1,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Overall_Accuracy,Overall_Steps,Overall_Reward
5312,-1,14,0,0.17,26.18,-0.66,0.17,26.18,-0.66
5313,-1,38,0,0.17,26.22,-0.66,0.17,26.22,-0.66
5314,-1,5,0,0.17,25.66,-0.66,0.17,25.66,-0.66
5315,-1,2,0,0.17,25.01,-0.66,0.17,25.01,-0.66
5316,1,35,1,0.18,25.13,-0.64,0.18,25.13,-0.64
5317,-1,15,0,0.18,25.25,-0.64,0.18,25.25,-0.64
5318,-1,14,0,0.18,24.82,-0.64,0.18,24.82,-0.64
5319,-1,68,0,0.17,25.4,-0.66,0.17,25.4,-0.66
5320,-1,19,0,0.17,25.47,-0.66,0.17,25.47,-0.66
5321,-1,2,0,0.17,25.47,-0.66,0.17,25.47,-0.66
5322,-1,20,0,0.17,25.42,-0.66,0.17,25.42,-0.66
5323,-1,38,0,0.17,25.55,-0.66,0.17,25.55,-0.66
5324,-1,17,0,0.17,25.47,-0.66,0.17,25.47,-0.66
5325,-1,10,0,0.17,25.35,-0.66,0.17,25.35,-0.66
5326,-1,46,0,0.17,25.78,-0.66,0.17,25.78,-0.66
5327,1,51,1,0.18,26.07,-0.64,0.18,26.07,-0.64
5328,-1,14,0,0.18,26.16,-0.64,0.18,26.16,-0.64
5329,-1,58,0,0.18,26.15,-0.64,0.18,26.15,-0.64
5330,-1,10,0,0.18,26.05,-0.64,0.18,26.05,-0.64
5331,-1,17,0,0.18,25.63,-0.64,0.18,25.63,-0.64
5332,-1,92,0,0.18,26.08,-0.64,0.18,26.08,-0.64
5333,-1,16,0,0.18,26.2,-0.64,0.18,26.2,-0.64
5334,-1,24,0,0.18,26.11,-0.64,0.18,26.11,-0.64
5335,-1,24,0,0.18,26.16,-0.64,0.18,26.16,-0.64
5336,-1,21,0,0.18,25.77,-0.64,0.18,25.77,-0.64
