,SARSA_Rewards1,SARSA_noSteps1,SARSA_Accuracy1,SARSA_Rewards2,SARSA_noSteps2,SARSA_Accuracy2,SARSA_Rewards3,SARSA_noSteps3,SARSA_Accuracy3,SARSA_Rewards4,SARSA_noSteps4,SARSA_Accuracy4,SARSA_Rewards5,SARSA_noSteps5,SARSA_Accuracy5,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Moving_Average_Accuracy2,Moving_Average_Step2,Moving_Average_Reward2,Moving_Average_Accuracy3,Moving_Average_Step3,Moving_Average_Reward3,Moving_Average_Accuracy4,Moving_Average_Step4,Moving_Average_Reward4,Moving_Average_Accuracy5,Moving_Average_Step5,Moving_Average_Reward5,Overall_Accuracy,Overall_Steps,Overall_Reward
10,1,117,1,-1,132,0,-1,180,0,-1,202,0,1,13,1,0.18181818181818182,44.27272727272727,-0.6363636363636364,0.0,4587.636363636364,-0.9090909090909091,0.0,4581.636363636364,-0.9090909090909091,0.0,4615.363636363636,-0.9090909090909091,0.18181818181818182,4567.454545454545,-0.5454545454545454,0.07272727272727272,3679.272727272727,-0.7818181818181819
11,1,22,1,-1,21,0,-1,172,0,-1,112,0,1,37,1,0.25,42.416666666666664,-0.5,0.0,4207.083333333333,-0.9166666666666666,0.0,4214.166666666667,-0.9166666666666666,0.0,4240.083333333333,-0.9166666666666666,0.25,4189.916666666667,-0.4166666666666667,0.1,3378.7333333333336,-0.7333333333333332
12,1,408,1,-1,51,0,1,85,1,-1,18,0,1,5,1,0.3076923076923077,70.53846153846153,-0.38461538461538464,0.0,3887.3846153846152,-0.9230769230769231,0.07692307692307693,3896.5384615384614,-0.7692307692307693,0.0,3915.3076923076924,-0.9230769230769231,0.3076923076923077,3868.0,-0.3076923076923077,0.13846153846153847,3127.5538461538463,-0.6615384615384615
13,1,19,1,1,113,1,-1,50,0,1,57,1,1,98,1,0.35714285714285715,66.85714285714286,-0.2857142857142857,0.07142857142857142,3617.785714285714,-0.7857142857142857,0.07142857142857142,3621.785714285714,-0.7857142857142857,0.07142857142857142,3639.714285714286,-0.7857142857142857,0.35714285714285715,3598.714285714286,-0.21428571428571427,0.18571428571428572,2908.9714285714285,-0.5714285714285714
14,1,89,1,1,7,1,-1,1,0,1,20,1,1,59,1,0.4,68.33333333333333,-0.2,0.13333333333333333,3377.0666666666666,-0.6666666666666666,0.06666666666666667,3380.4,-0.8,0.13333333333333333,3398.4,-0.6666666666666666,0.4,3362.733333333333,-0.13333333333333333,0.22666666666666666,2717.3866666666668,-0.49333333333333335
15,1,5,1,1,7,1,1,90,1,1,119,1,1,5,1,0.4375,64.375,-0.125,0.1875,3166.4375,-0.5625,0.125,3174.75,-0.6875,0.1875,3193.4375,-0.5625,0.4375,3152.875,-0.0625,0.275,2550.375,-0.4
16,-1,4,0,1,7,1,-1,21,0,1,78,1,1,5,1,0.4117647058823529,60.8235294117647,-0.17647058823529413,0.23529411764705882,2980.5882352941176,-0.47058823529411764,0.11764705882352941,2989.235294117647,-0.7058823529411765,0.23529411764705882,3010.176470588235,-0.47058823529411764,0.47058823529411764,2967.705882352941,0.0,0.29411764705882354,2401.7058823529414,-0.3647058823529412
17,1,5,1,1,9,1,-1,101,0,1,7,1,1,5,1,0.4444444444444444,57.72222222222222,-0.1111111111111111,0.2777777777777778,2815.5,-0.3888888888888889,0.1111111111111111,2828.777777777778,-0.7222222222222222,0.2777777777777778,2843.3333333333335,-0.3888888888888889,0.5,2803.1111111111113,0.05555555555555555,0.32222222222222224,2269.688888888889,-0.3111111111111111
18,1,7,1,1,8,1,-1,5,0,1,122,1,1,5,1,0.47368421052631576,55.05263157894737,-0.05263157894736842,0.3157894736842105,2667.7368421052633,-0.3157894736842105,0.10526315789473684,2680.157894736842,-0.7368421052631579,0.3157894736842105,2700.1052631578946,-0.3157894736842105,0.5263157894736842,2655.842105263158,0.10526315789473684,0.3473684210526316,2151.7789473684215,-0.26315789473684215
19,1,5,1,1,7,1,-1,59,0,1,15,1,1,5,1,0.5,52.55,0.0,0.35,2534.7,-0.25,0.1,2549.1,-0.75,0.35,2565.85,-0.25,0.55,2523.3,0.15,0.37,2045.1,-0.22000000000000003
20,1,5,1,1,7,1,1,58,1,1,79,1,1,5,1,0.5238095238095238,50.285714285714285,0.047619047619047616,0.38095238095238093,2414.3333333333335,-0.19047619047619047,0.14285714285714285,2430.4761904761904,-0.6666666666666666,0.38095238095238093,2447.4285714285716,-0.19047619047619047,0.5714285714285714,2403.3809523809523,0.19047619047619047,0.4,1949.1809523809527,-0.1619047619047619
21,1,6,1,1,7,1,1,109,1,1,38,1,1,5,1,0.5454545454545454,48.27272727272727,0.09090909090909091,0.4090909090909091,2304.909090909091,-0.13636363636363635,0.18181818181818182,2324.9545454545455,-0.5909090909090909,0.4090909090909091,2337.909090909091,-0.13636363636363635,0.5909090909090909,2294.3636363636365,0.22727272727272727,0.42727272727272736,1862.0818181818183,-0.10909090909090909
22,1,9,1,1,5,1,1,11,1,1,42,1,1,7,1,0.5652173913043478,46.56521739130435,0.13043478260869565,0.43478260869565216,2204.913043478261,-0.08695652173913043,0.21739130434782608,2224.3478260869565,-0.5217391304347826,0.43478260869565216,2238.086956521739,-0.08695652173913043,0.6086956521739131,2194.913043478261,0.2608695652173913,0.4521739130434783,1781.7652173913043,-0.06086956521739132
23,1,5,1,1,7,1,1,9,1,1,84,1,1,5,1,0.5833333333333334,44.833333333333336,0.16666666666666666,0.4583333333333333,2113.3333333333335,-0.041666666666666664,0.25,2132.0416666666665,-0.4583333333333333,0.4583333333333333,2148.3333333333335,-0.041666666666666664,0.625,2103.6666666666665,0.2916666666666667,0.475,1708.4416666666668,-0.016666666666666663
24,1,5,1,1,8,1,1,29,1,1,19,1,1,5,1,0.6,43.24,0.2,0.48,2029.12,0.0,0.28,2047.92,-0.4,0.48,2063.16,0.0,0.64,2019.72,0.32,0.496,1640.632,0.024
25,1,5,1,1,7,1,1,28,1,1,35,1,1,5,1,0.6153846153846154,41.76923076923077,0.23076923076923078,0.5,1951.3461538461538,0.038461538461538464,0.3076923076923077,1970.2307692307693,-0.34615384615384615,0.5,1985.1538461538462,0.038461538461538464,0.6538461538461539,1942.2307692307693,0.34615384615384615,0.5153846153846154,1578.146153846154,0.06153846153846154
26,1,5,1,1,7,1,1,22,1,1,61,1,1,5,1,0.6296296296296297,40.407407407407405,0.25925925925925924,0.5185185185185185,1879.3333333333333,0.07407407407407407,0.3333333333333333,1898.0740740740741,-0.2962962962962963,0.5185185185185185,1913.888888888889,0.07407407407407407,0.6666666666666666,1870.4814814814815,0.37037037037037035,0.5333333333333333,1520.437037037037,0.0962962962962963
27,1,5,1,1,9,1,1,44,1,1,42,1,1,5,1,0.6428571428571429,39.142857142857146,0.2857142857142857,0.5357142857142857,1812.5357142857142,0.10714285714285714,0.35714285714285715,1831.857142857143,-0.25,0.5357142857142857,1847.0357142857142,0.10714285714285714,0.6785714285714286,1803.857142857143,0.39285714285714285,0.55,1466.8857142857144,0.12857142857142856
28,1,5,1,1,7,1,-1,137,0,1,9,1,1,7,1,0.6551724137931034,37.96551724137931,0.3103448275862069,0.5517241379310345,1750.2758620689656,0.13793103448275862,0.3448275862068966,1773.4137931034484,-0.27586206896551724,0.5517241379310345,1783.655172413793,0.13793103448275862,0.6896551724137931,1741.896551724138,0.41379310344827586,0.5586206896551724,1417.441379310345,0.14482758620689656
29,1,5,1,1,7,1,1,79,1,1,7,1,1,5,1,0.6666666666666666,36.86666666666667,0.3333333333333333,0.5666666666666667,1692.1666666666667,0.16666666666666666,0.36666666666666664,1716.9333333333334,-0.23333333333333334,0.5666666666666667,1724.4333333333334,0.16666666666666666,0.7,1684.0,0.43333333333333335,0.5733333333333335,1370.8799999999999,0.17333333333333334
30,1,6,1,1,7,1,-1,68,0,1,7,1,1,5,1,0.6774193548387096,35.87096774193548,0.3548387096774194,0.5806451612903226,1637.8064516129032,0.1935483870967742,0.3548387096774194,1663.741935483871,-0.25806451612903225,0.5806451612903226,1669.032258064516,0.1935483870967742,0.7096774193548387,1629.8387096774193,0.45161290322580644,0.5806451612903226,1327.258064516129,0.18709677419354837
31,-1,4,0,-1,6,0,1,7,1,1,7,1,1,5,1,0.65625,34.875,0.3125,0.5625,1586.8125,0.15625,0.375,1611.96875,-0.21875,0.59375,1617.09375,0.21875,0.71875,1579.0625,0.46875,0.58125,1285.9625,0.1875
32,1,6,1,1,7,1,1,71,1,1,8,1,1,5,1,0.6666666666666666,34.0,0.3333333333333333,0.5757575757575758,1538.939393939394,0.18181818181818182,0.3939393939393939,1565.2727272727273,-0.18181818181818182,0.6060606060606061,1568.3333333333333,0.24242424242424243,0.7272727272727273,1531.3636363636363,0.48484848484848486,0.593939393939394,1247.581818181818,0.2121212121212121
33,1,5,1,1,7,1,1,17,1,-1,1,0,-1,1,0,0.6764705882352942,33.14705882352941,0.35294117647058826,0.5882352941176471,1493.8823529411766,0.20588235294117646,0.4117647058823529,1519.735294117647,-0.14705882352941177,0.5882352941176471,1522.235294117647,0.20588235294117646,0.7058823529411765,1486.3529411764705,0.4411764705882353,0.5941176470588235,1211.070588235294,0.21176470588235294
34,1,5,1,1,7,1,1,53,1,1,26,1,1,5,1,0.6857142857142857,32.34285714285714,0.37142857142857144,0.6,1451.4,0.22857142857142856,0.42857142857142855,1477.8285714285714,-0.11428571428571428,0.6,1479.4857142857143,0.22857142857142856,0.7142857142857143,1444.0285714285715,0.45714285714285713,0.6057142857142856,1177.017142857143,0.2342857142857143
35,1,5,1,1,7,1,1,5,1,1,53,1,1,5,1,0.6944444444444444,31.583333333333332,0.3888888888888889,0.6111111111111112,1411.2777777777778,0.25,0.4444444444444444,1436.9166666666667,-0.08333333333333333,0.6111111111111112,1439.861111111111,0.25,0.7222222222222222,1404.0555555555557,0.4722222222222222,0.6166666666666667,1144.7388888888888,0.25555555555555554
36,1,5,1,1,7,1,1,5,1,1,93,1,1,5,1,0.7027027027027027,30.864864864864863,0.40540540540540543,0.6216216216216216,1373.3243243243244,0.2702702702702703,0.4594594594594595,1398.2162162162163,-0.05405405405405406,0.6216216216216216,1403.4594594594594,0.2702702702702703,0.7297297297297297,1366.2432432432433,0.4864864864864865,0.6270270270270271,1114.4216216216216,0.2756756756756757
37,1,5,1,1,7,1,1,7,1,1,7,1,1,5,1,0.7105263157894737,30.18421052631579,0.42105263157894735,0.631578947368421,1337.3684210526317,0.2894736842105263,0.47368421052631576,1361.6052631578948,-0.02631578947368421,0.631578947368421,1366.7105263157894,0.2894736842105263,0.7368421052631579,1330.421052631579,0.5,0.6368421052631579,1085.2578947368422,0.2947368421052632
38,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,0.717948717948718,29.53846153846154,0.4358974358974359,0.6410256410256411,1303.2051282051282,0.3076923076923077,0.48717948717948717,1326.820512820513,0.0,0.6410256410256411,1331.7948717948718,0.3076923076923077,0.7435897435897436,1296.4358974358975,0.5128205128205128,0.6461538461538462,1057.5589743589744,0.3128205128205128
39,1,5,1,1,9,1,1,7,1,1,5,1,1,5,1,0.725,28.925,0.45,0.65,1270.85,0.325,0.5,1293.825,0.025,0.65,1298.625,0.325,0.75,1264.15,0.525,0.655,1031.275,0.32999999999999996
40,1,5,1,1,7,1,1,5,1,1,5,1,1,6,1,0.7317073170731707,28.341463414634145,0.4634146341463415,0.6585365853658537,1240.0243902439024,0.34146341463414637,0.5121951219512195,1262.3902439024391,0.04878048780487805,0.6585365853658537,1267.0731707317073,0.34146341463414637,0.7560975609756098,1233.4634146341464,0.5365853658536586,0.6634146341463415,1006.2585365853658,0.3463414634146342
41,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7380952380952381,27.785714285714285,0.47619047619047616,0.6666666666666666,1210.6666666666667,0.35714285714285715,0.5238095238095238,1232.452380952381,0.07142857142857142,0.6666666666666666,1237.0238095238096,0.35714285714285715,0.7619047619047619,1204.2142857142858,0.5476190476190477,0.6714285714285714,982.4285714285713,0.3619047619047619
42,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7441860465116279,27.25581395348837,0.4883720930232558,0.6744186046511628,1182.6744186046512,0.37209302325581395,0.5348837209302325,1203.906976744186,0.09302325581395349,0.6744186046511628,1208.3720930232557,0.37209302325581395,0.7674418604651163,1176.3255813953488,0.5581395348837209,0.6790697674418604,959.7069767441859,0.3767441860465116
43,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.75,26.75,0.5,0.6818181818181818,1155.9545454545455,0.38636363636363635,0.5454545454545454,1176.659090909091,0.11363636363636363,0.6818181818181818,1181.0227272727273,0.38636363636363635,0.7727272727272727,1149.7045454545455,0.5681818181818182,0.6863636363636363,938.018181818182,0.39090909090909093
44,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7555555555555555,26.266666666666666,0.5111111111111111,0.6888888888888889,1130.4222222222222,0.4,0.5555555555555556,1150.6222222222223,0.13333333333333333,0.6888888888888889,1154.888888888889,0.4,0.7777777777777778,1124.2666666666667,0.5777777777777777,0.6933333333333334,917.2933333333333,0.40444444444444444
45,1,5,1,-1,6,0,1,5,1,1,5,1,1,5,1,0.7608695652173914,25.804347826086957,0.5217391304347826,0.6739130434782609,1105.9782608695652,0.3695652173913043,0.5652173913043478,1125.7173913043478,0.15217391304347827,0.6956521739130435,1129.891304347826,0.41304347826086957,0.782608695652174,1099.9347826086957,0.5869565217391305,0.6956521739130435,897.4652173913043,0.40869565217391307
46,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7659574468085106,25.361702127659573,0.5319148936170213,0.6808510638297872,1082.595744680851,0.3829787234042553,0.574468085106383,1101.872340425532,0.1702127659574468,0.7021276595744681,1105.9574468085107,0.425531914893617,0.7872340425531915,1076.6382978723404,0.5957446808510638,0.702127659574468,878.4851063829789,0.4212765957446808
47,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,0.7708333333333334,24.9375,0.5416666666666666,0.6875,1060.1458333333333,0.3958333333333333,0.5833333333333334,1079.0208333333333,0.1875,0.7083333333333334,1083.0208333333333,0.4375,0.7916666666666666,1054.3125,0.6041666666666666,0.7083333333333334,860.2875,0.4333333333333333
48,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7755102040816326,24.53061224489796,0.5510204081632653,0.6938775510204082,1038.6530612244899,0.40816326530612246,0.5918367346938775,1057.1020408163265,0.20408163265306123,0.7142857142857143,1061.0204081632653,0.4489795918367347,0.7959183673469388,1032.8979591836735,0.6122448979591837,0.7142857142857142,842.8408163265307,0.4448979591836735
49,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.78,24.14,0.56,0.7,1018.02,0.42,0.6,1036.06,0.22,0.72,1039.9,0.46,0.8,1012.34,0.62,0.72,826.092,0.45599999999999996
50,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7843137254901961,23.764705882352942,0.5686274509803921,0.7058823529411765,998.1960784313726,0.43137254901960786,0.6078431372549019,1015.843137254902,0.23529411764705882,0.7254901960784313,1019.6078431372549,0.47058823529411764,0.803921568627451,992.5882352941177,0.6274509803921569,0.7254901960784315,810.0,0.4666666666666667
51,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7884615384615384,23.403846153846153,0.5769230769230769,0.7115384615384616,979.1346153846154,0.4423076923076923,0.6153846153846154,996.4038461538462,0.25,0.7307692307692307,1000.0961538461538,0.4807692307692308,0.8076923076923077,973.5961538461538,0.6346153846153846,0.7307692307692308,794.526923076923,0.4769230769230769
52,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7924528301886793,23.056603773584907,0.5849056603773585,0.7169811320754716,960.7924528301887,0.4528301886792453,0.6226415094339622,977.6981132075472,0.2641509433962264,0.7358490566037735,981.3207547169811,0.49056603773584906,0.8113207547169812,955.3207547169811,0.6415094339622641,0.7358490566037736,779.6377358490566,0.4867924528301886
53,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.7962962962962963,22.72222222222222,0.5925925925925926,0.7222222222222222,943.1296296296297,0.46296296296296297,0.6296296296296297,959.6851851851852,0.2777777777777778,0.7407407407407407,963.2407407407408,0.5,0.8148148148148148,937.7222222222222,0.6481481481481481,0.7407407407407408,765.3,0.49629629629629635
54,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8,22.4,0.6,0.7272727272727273,926.1090909090909,0.4727272727272727,0.6363636363636364,942.3272727272728,0.2909090909090909,0.7454545454545455,945.8181818181819,0.509090909090909,0.8181818181818182,920.7636363636364,0.6545454545454545,0.7454545454545455,751.4836363636365,0.5054545454545455
55,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8035714285714286,22.089285714285715,0.6071428571428571,0.7321428571428571,909.6964285714286,0.48214285714285715,0.6428571428571429,925.5892857142857,0.30357142857142855,0.75,929.0178571428571,0.5178571428571429,0.8214285714285714,904.4107142857143,0.6607142857142857,0.75,738.1607142857142,0.5142857142857142
56,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8070175438596491,21.789473684210527,0.6140350877192983,0.7368421052631579,893.859649122807,0.49122807017543857,0.6491228070175439,909.438596491228,0.3157894736842105,0.7543859649122807,912.8070175438596,0.5263157894736842,0.8245614035087719,888.6315789473684,0.6666666666666666,0.7543859649122807,725.3052631578947,0.5228070175438596
57,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8103448275862069,21.5,0.6206896551724138,0.7413793103448276,878.5689655172414,0.5,0.6551724137931034,893.8448275862069,0.3275862068965517,0.7586206896551724,897.1551724137931,0.5344827586206896,0.8275862068965517,873.3965517241379,0.6724137931034483,0.7586206896551724,712.893103448276,0.5310344827586206
58,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8135593220338984,21.220338983050848,0.6271186440677966,0.7457627118644068,863.7966101694915,0.5084745762711864,0.6610169491525424,878.7796610169491,0.3389830508474576,0.7627118644067796,882.0338983050848,0.5423728813559322,0.8305084745762712,858.6779661016949,0.6779661016949152,0.7627118644067796,700.9016949152542,0.5389830508474576
59,1,5,1,1,7,1,1,5,1,1,6,1,1,7,1,0.8166666666666667,20.95,0.6333333333333333,0.75,849.5166666666667,0.5166666666666667,0.6666666666666666,864.2166666666667,0.35,0.7666666666666667,867.4333333333333,0.55,0.8333333333333334,844.4833333333333,0.6833333333333333,0.7666666666666667,689.32,0.5466666666666666
60,1,5,1,1,7,1,1,5,1,1,6,1,1,5,1,0.819672131147541,20.688524590163933,0.639344262295082,0.7540983606557377,835.7049180327868,0.5245901639344263,0.6721311475409836,850.1311475409836,0.36065573770491804,0.7704918032786885,853.311475409836,0.5573770491803278,0.8360655737704918,830.7213114754098,0.6885245901639344,0.7704918032786885,678.1114754098361,0.5540983606557377
61,1,5,1,1,7,1,1,5,1,1,6,1,1,5,1,0.8225806451612904,20.43548387096774,0.6451612903225806,0.7580645161290323,822.3387096774194,0.532258064516129,0.6774193548387096,836.5,0.3709677419354839,0.7741935483870968,839.6451612903226,0.5645161290322581,0.8387096774193549,817.4032258064516,0.6935483870967742,0.7741935483870968,667.2645161290322,0.5612903225806452
62,1,5,1,1,7,1,1,7,1,1,5,1,1,5,1,0.8253968253968254,20.19047619047619,0.6507936507936508,0.7619047619047619,809.3968253968254,0.5396825396825397,0.6825396825396826,823.3333333333334,0.38095238095238093,0.7777777777777778,826.3968253968254,0.5714285714285714,0.8412698412698413,804.5079365079365,0.6984126984126984,0.7777777777777778,656.7650793650794,0.5682539682539682
63,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.828125,19.953125,0.65625,0.765625,796.859375,0.546875,0.6875,810.546875,0.390625,0.78125,813.5625,0.578125,0.84375,792.015625,0.703125,0.78125,646.5875,0.575
64,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8307692307692308,19.723076923076924,0.6615384615384615,0.7692307692307693,784.7076923076924,0.5538461538461539,0.6923076923076923,798.1538461538462,0.4,0.7846153846153846,801.123076923077,0.5846153846153846,0.8461538461538461,779.9076923076923,0.7076923076923077,0.7846153846153846,636.723076923077,0.5815384615384616
65,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8333333333333334,19.5,0.6666666666666666,0.7727272727272727,772.9242424242424,0.5606060606060606,0.696969696969697,786.1363636363636,0.4090909090909091,0.7878787878787878,789.060606060606,0.5909090909090909,0.8484848484848485,768.1666666666666,0.7121212121212122,0.7878787878787878,627.1575757575757,0.5878787878787879
66,1,5,1,1,9,1,1,5,1,1,5,1,1,5,1,0.835820895522388,19.28358208955224,0.6716417910447762,0.7761194029850746,761.5223880597015,0.5671641791044776,0.7014925373134329,774.4776119402985,0.417910447761194,0.7910447761194029,777.3582089552239,0.5970149253731343,0.8507462686567164,756.776119402985,0.7164179104477612,0.791044776119403,617.8835820895522,0.5940298507462687
67,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8382352941176471,19.073529411764707,0.6764705882352942,0.7794117647058824,750.4264705882352,0.5735294117647058,0.7058823529411765,763.1617647058823,0.4264705882352941,0.7941176470588235,766.0,0.6029411764705882,0.8529411764705882,745.7205882352941,0.7205882352941176,0.7941176470588236,608.8764705882353,0.6
68,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8405797101449275,18.869565217391305,0.6811594202898551,0.782608695652174,739.6521739130435,0.5797101449275363,0.7101449275362319,752.1739130434783,0.43478260869565216,0.7971014492753623,754.9710144927536,0.6086956521739131,0.855072463768116,734.9855072463768,0.7246376811594203,0.7971014492753623,600.1304347826086,0.6057971014492753
69,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8428571428571429,18.67142857142857,0.6857142857142857,0.7857142857142857,729.1857142857143,0.5857142857142857,0.7142857142857143,741.5,0.44285714285714284,0.8,744.2571428571429,0.6142857142857143,0.8571428571428571,724.5571428571428,0.7285714285714285,0.8,591.6342857142857,0.6114285714285714
70,1,5,1,1,7,1,-1,2,0,1,5,1,1,5,1,0.8450704225352113,18.47887323943662,0.6901408450704225,0.7887323943661971,719.0140845070423,0.5915492957746479,0.704225352112676,731.0845070422536,0.4225352112676056,0.8028169014084507,733.8450704225352,0.6197183098591549,0.8591549295774648,714.4225352112676,0.7323943661971831,0.8,583.3690140845071,0.6112676056338028
71,1,5,1,1,7,1,1,7,1,1,5,1,1,5,1,0.8472222222222222,18.291666666666668,0.6944444444444444,0.7916666666666666,709.125,0.5972222222222222,0.7083333333333334,721.0277777777778,0.4305555555555556,0.8055555555555556,723.7222222222222,0.625,0.8611111111111112,704.5694444444445,0.7361111111111112,0.8027777777777778,575.3472222222222,0.6166666666666667
72,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8493150684931506,18.10958904109589,0.6986301369863014,0.7945205479452054,699.5068493150685,0.6027397260273972,0.7123287671232876,711.2191780821918,0.4383561643835616,0.8082191780821918,713.8767123287671,0.6301369863013698,0.863013698630137,694.986301369863,0.7397260273972602,0.8054794520547945,567.5397260273973,0.621917808219178
73,1,5,1,-1,6,0,1,5,1,1,5,1,1,5,1,0.8513513513513513,17.93243243243243,0.7027027027027027,0.7837837837837838,690.1351351351351,0.581081081081081,0.7162162162162162,701.6756756756756,0.44594594594594594,0.8108108108108109,704.2972972972973,0.6351351351351351,0.8648648648648649,685.6621621621622,0.7432432432432432,0.8054054054054054,559.9405405405405,0.6216216216216216
74,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8533333333333334,17.76,0.7066666666666667,0.7866666666666666,681.0266666666666,0.5866666666666667,0.72,692.3866666666667,0.4533333333333333,0.8133333333333334,694.9733333333334,0.64,0.8666666666666667,676.5866666666667,0.7466666666666667,0.8080000000000002,552.5466666666666,0.6266666666666667
75,1,5,1,1,7,1,1,5,1,1,5,1,1,5,1,0.8552631578947368,17.592105263157894,0.7105263157894737,0.7894736842105263,672.1578947368421,0.5921052631578947,0.7236842105263158,683.3421052631579,0.4605263157894737,0.8157894736842105,685.8947368421053,0.6447368421052632,0.868421052631579,667.75,0.75,0.8105263157894738,545.3473684210527,0.631578947368421
