,Q_Rewards1,Q_noSteps1,Q_Accuracy1,Q_Rewards2,Q_noSteps2,Q_Accuracy2,Q_Rewards3,Q_noSteps3,Q_Accuracy3,Q_Rewards4,Q_noSteps4,Q_Accuracy4,Q_Rewards5,Q_noSteps5,Q_Accuracy5,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Moving_Average_Accuracy2,Moving_Average_Step2,Moving_Average_Reward2,Moving_Average_Accuracy3,Moving_Average_Step3,Moving_Average_Reward3,Moving_Average_Accuracy4,Moving_Average_Step4,Moving_Average_Reward4,Moving_Average_Accuracy5,Moving_Average_Step5,Moving_Average_Reward5,Overall_Accuracy,Overall_Steps,Overall_Reward
3068,-1,82,0,-1,133,0,-1,39,0,-1,63,0,-1,115,0,0.0,97.67,-1.0,0.0,108.87,-1.0,0.0,94.87,-1.0,0.0,104.07,-1.0,0.0,83.83,-1.0,0.0,97.862,-1.0
3069,-1,73,0,-1,49,0,-1,22,0,-1,68,0,-1,11,0,0.0,97.95,-1.0,0.0,108.26,-1.0,0.0,91.45,-1.0,0.0,104.25,-1.0,0.0,83.78,-1.0,0.0,97.138,-1.0
3070,-1,187,0,-1,51,0,-1,70,0,-1,10,0,-1,187,0,0.0,98.92,-1.0,0.0,108.7,-1.0,0.0,91.46,-1.0,0.0,102.32,-1.0,0.0,85.31,-1.0,0.0,97.342,-1.0
3071,-1,131,0,-1,307,0,-1,270,0,-1,8,0,-1,12,0,0.0,97.14,-1.0,0.0,111.34,-1.0,0.0,93.98,-1.0,0.0,101.68,-1.0,0.0,85.13,-1.0,0.0,97.85400000000001,-1.0
3072,-1,31,0,-1,167,0,-1,3,0,-1,62,0,-1,171,0,0.0,97.09,-1.0,0.0,112.48,-1.0,0.0,91.53,-1.0,0.0,101.09,-1.0,0.0,85.88,-1.0,0.0,97.614,-1.0
3073,-1,127,0,-1,80,0,-1,37,0,-1,200,0,-1,90,0,0.0,97.79,-1.0,0.0,111.59,-1.0,0.0,91.74,-1.0,0.0,100.89,-1.0,0.0,85.99,-1.0,0.0,97.6,-1.0
3074,-1,388,0,-1,138,0,-1,80,0,-1,73,0,-1,183,0,0.0,100.45,-1.0,0.0,109.47,-1.0,0.0,91.67,-1.0,0.0,101.02,-1.0,0.0,85.7,-1.0,0.0,97.662,-1.0
3075,-1,124,0,-1,71,0,-1,240,0,-1,200,0,-1,162,0,0.0,101.56,-1.0,0.0,109.42,-1.0,0.0,93.22,-1.0,0.0,102.75,-1.0,0.0,86.44,-1.0,0.0,98.67800000000001,-1.0
3076,-1,96,0,-1,245,0,-1,197,0,-1,73,0,-1,62,0,0.0,101.98,-1.0,0.0,111.69,-1.0,0.0,93.25,-1.0,0.0,101.57,-1.0,0.0,86.25,-1.0,0.0,98.94800000000001,-1.0
3077,-1,29,0,-1,191,0,-1,53,0,-1,202,0,-1,7,0,0.0,100.73,-1.0,0.0,112.72,-1.0,0.0,93.34,-1.0,0.0,103.23,-1.0,0.0,86.11,-1.0,0.0,99.226,-1.0
3078,-1,41,0,-1,2,0,-1,138,0,-1,14,0,-1,51,0,0.0,100.9,-1.0,0.0,111.29,-1.0,0.0,93.25,-1.0,0.0,103.18,-1.0,0.0,86.17,-1.0,0.0,98.958,-1.0
3079,-1,137,0,-1,64,0,-1,86,0,-1,284,0,-1,116,0,0.0,100.99,-1.0,0.0,110.45,-1.0,0.0,93.98,-1.0,0.0,103.86,-1.0,0.0,87.1,-1.0,0.0,99.276,-1.0
3080,-1,19,0,-1,7,0,-1,88,0,-1,230,0,-1,76,0,0.0,99.28,-1.0,0.0,108.92,-1.0,0.0,93.65,-1.0,0.0,105.65,-1.0,0.0,86.01,-1.0,0.0,98.702,-1.0
3081,-1,132,0,-1,33,0,-1,100,0,-1,42,0,-1,90,0,0.0,98.87,-1.0,0.0,107.09,-1.0,0.0,94.47,-1.0,0.0,101.66,-1.0,0.0,85.95,-1.0,0.0,97.608,-1.0
3082,-1,71,0,-1,44,0,-1,15,0,-1,145,0,-1,91,0,0.0,98.36,-1.0,0.0,105.84,-1.0,0.0,93.32,-1.0,0.0,100.18,-1.0,0.0,85.57,-1.0,0.0,96.654,-1.0
3083,-1,19,0,-1,33,0,-1,113,0,-1,53,0,-1,255,0,0.0,98.39,-1.0,0.0,105.97,-1.0,0.0,93.59,-1.0,0.0,99.04,-1.0,0.0,87.64,-1.0,0.0,96.92600000000002,-1.0
3084,-1,25,0,-1,220,0,-1,98,0,-1,78,0,-1,92,0,0.0,98.09,-1.0,0.0,107.55,-1.0,0.0,94.44,-1.0,0.0,99.08,-1.0,0.0,87.91,-1.0,0.0,97.41399999999999,-1.0
3085,-1,146,0,-1,175,0,-1,26,0,-1,276,0,-1,83,0,0.0,98.82,-1.0,0.0,109.02,-1.0,0.0,94.08,-1.0,0.0,101.76,-1.0,0.0,86.9,-1.0,0.0,98.11599999999999,-1.0
3086,-1,5,0,-1,617,0,-1,18,0,-1,74,0,-1,102,0,0.0,97.25,-1.0,0.0,109.4,-1.0,0.0,92.92,-1.0,0.0,102.07,-1.0,0.0,87.58,-1.0,0.0,97.844,-1.0
3087,-1,178,0,-1,32,0,-1,126,0,-1,24,0,-1,66,0,0.0,97.73,-1.0,0.0,108.09,-1.0,0.0,93.55,-1.0,0.0,101.67,-1.0,0.0,87.98,-1.0,0.0,97.804,-1.0
3088,-1,42,0,-1,158,0,-1,88,0,-1,87,0,-1,136,0,0.0,96.87,-1.0,0.0,108.72,-1.0,0.0,93.04,-1.0,0.0,96.59,-1.0,0.0,88.92,-1.0,0.0,96.828,-1.0
3089,-1,23,0,-1,133,0,-1,86,0,-1,86,0,-1,39,0,0.0,95.99,-1.0,0.0,109.24,-1.0,0.0,93.36,-1.0,0.0,95.06,-1.0,0.0,89.2,-1.0,0.0,96.57,-1.0
3090,-1,45,0,-1,61,0,-1,127,0,-1,48,0,-1,71,0,0.0,95.7,-1.0,0.0,109.46,-1.0,0.0,94.4,-1.0,0.0,93.64,-1.0,0.0,88.8,-1.0,0.0,96.4,-1.0
3091,-1,172,0,-1,83,0,-1,92,0,-1,51,0,-1,78,0,0.0,96.55,-1.0,0.0,110.18,-1.0,0.0,94.09,-1.0,0.0,93.11,-1.0,0.0,89.01,-1.0,0.0,96.58800000000001,-1.0
3092,-1,36,0,-1,81,0,-1,129,0,-1,156,0,-1,24,0,0.0,95.24,-1.0,0.0,109.94,-1.0,0.0,94.88,-1.0,0.0,93.7,-1.0,0.0,88.53,-1.0,0.0,96.458,-1.0
3093,-1,61,0,-1,184,0,-1,181,0,-1,67,0,-1,72,0,0.0,94.23,-1.0,0.0,111.12,-1.0,0.0,96.0,-1.0,0.0,93.29,-1.0,0.0,88.72,-1.0,0.0,96.672,-1.0
3094,-1,81,0,-1,91,0,-1,496,0,-1,149,0,-1,166,0,0.0,93.75,-1.0,0.0,109.92,-1.0,0.0,100.05,-1.0,0.0,93.2,-1.0,0.0,88.65,-1.0,0.0,97.114,-1.0
3095,-1,100,0,-1,174,0,-1,115,0,-1,95,0,-1,24,0,0.0,93.18,-1.0,0.0,109.1,-1.0,0.0,100.75,-1.0,0.0,91.62,-1.0,0.0,88.51,-1.0,0.0,96.63199999999999,-1.0
3096,-1,87,0,-1,89,0,-1,39,0,-1,24,0,-1,137,0,0.0,93.74,-1.0,0.0,109.64,-1.0,0.0,99.08,-1.0,0.0,89.68,-1.0,0.0,89.43,-1.0,0.0,96.314,-1.0
3097,-1,110,0,-1,116,0,-1,83,0,-1,263,0,-1,56,0,0.0,91.21,-1.0,0.0,107.41,-1.0,0.0,99.58,-1.0,0.0,91.81,-1.0,0.0,89.67,-1.0,0.0,95.936,-1.0
3098,-1,26,0,-1,44,0,-1,50,0,-1,200,0,-1,154,0,0.0,90.06,-1.0,0.0,107.37,-1.0,0.0,99.42,-1.0,0.0,93.66,-1.0,0.0,90.36,-1.0,0.0,96.174,-1.0
3099,-1,10,0,-1,47,0,-1,117,0,-1,124,0,-1,10,0,0.0,89.79,-1.0,0.0,106.6,-1.0,0.0,99.31,-1.0,0.0,92.81,-1.0,0.0,90.14,-1.0,0.0,95.72999999999999,-1.0
3100,-1,20,0,-1,55,0,-1,16,0,-1,105,0,-1,99,0,0.0,88.92,-1.0,0.0,106.93,-1.0,0.0,98.66,-1.0,0.0,92.9,-1.0,0.0,91.01,-1.0,0.0,95.684,-1.0
3101,-1,89,0,-1,37,0,-1,64,0,-1,51,0,-1,69,0,0.0,89.7,-1.0,0.0,104.81,-1.0,0.0,99.08,-1.0,0.0,91.63,-1.0,0.0,90.84,-1.0,0.0,95.21199999999999,-1.0
3102,-1,208,0,-1,59,0,-1,111,0,-1,61,0,-1,260,0,0.0,91.33,-1.0,0.0,104.25,-1.0,0.0,99.38,-1.0,0.0,91.22,-1.0,0.0,91.63,-1.0,0.0,95.56199999999998,-1.0
3103,-1,21,0,-1,26,0,-1,34,0,-1,22,0,-1,41,0,0.0,89.96,-1.0,0.0,104.18,-1.0,0.0,98.52,-1.0,0.0,90.59,-1.0,0.0,91.57,-1.0,0.0,94.964,-1.0
3104,-1,86,0,-1,38,0,-1,171,0,-1,61,0,-1,92,0,0.0,90.21,-1.0,0.0,104.32,-1.0,0.0,99.11,-1.0,0.0,90.91,-1.0,0.0,89.42,-1.0,0.0,94.794,-1.0
3105,-1,41,0,-1,75,0,-1,170,0,-1,29,0,-1,39,0,0.0,90.46,-1.0,0.0,104.1,-1.0,0.0,99.43,-1.0,0.0,90.91,-1.0,0.0,88.5,-1.0,0.0,94.67999999999999,-1.0
3106,-1,82,0,-1,79,0,-1,32,0,-1,184,0,-1,200,0,0.0,90.78,-1.0,0.0,103.94,-1.0,0.0,97.71,-1.0,0.0,91.15,-1.0,0.0,90.39,-1.0,0.0,94.79400000000001,-1.0
3107,-1,53,0,-1,65,0,-1,22,0,-1,8,0,-1,167,0,0.0,90.29,-1.0,0.0,103.86,-1.0,0.0,97.54,-1.0,0.0,90.53,-1.0,0.0,91.81,-1.0,0.0,94.80600000000001,-1.0
3108,-1,5,0,-1,112,0,-1,113,0,-1,14,0,-1,100,0,0.0,89.72,-1.0,0.0,103.96,-1.0,0.0,97.12,-1.0,0.0,90.46,-1.0,0.0,91.0,-1.0,0.0,94.452,-1.0
3109,-1,179,0,-1,134,0,-1,279,0,-1,7,0,-1,49,0,0.0,91.35,-1.0,0.0,104.13,-1.0,0.0,99.3,-1.0,0.0,89.71,-1.0,0.0,90.79,-1.0,0.0,95.056,-1.0
3110,-1,46,0,-1,100,0,-1,63,0,-1,20,0,-1,86,0,0.0,91.65,-1.0,0.0,104.92,-1.0,0.0,99.37,-1.0,0.0,89.66,-1.0,0.0,91.0,-1.0,0.0,95.32000000000001,-1.0
3111,-1,65,0,-1,48,0,-1,165,0,-1,127,0,-1,14,0,0.0,91.82,-1.0,0.0,104.6,-1.0,0.0,99.74,-1.0,0.0,89.67,-1.0,0.0,90.84,-1.0,0.0,95.33399999999999,-1.0
3112,-1,143,0,-1,89,0,-1,65,0,-1,100,0,-1,28,0,0.0,92.47,-1.0,0.0,104.72,-1.0,0.0,100.21,-1.0,0.0,90.24,-1.0,0.0,90.09,-1.0,0.0,95.546,-1.0
3113,-1,169,0,-1,8,0,-1,72,0,-1,257,0,-1,99,0,0.0,93.99,-1.0,0.0,104.25,-1.0,0.0,100.02,-1.0,0.0,92.4,-1.0,0.0,89.57,-1.0,0.0,96.04599999999999,-1.0
3114,-1,193,0,-1,119,0,-1,19,0,-1,184,0,-1,18,0,0.0,95.06,-1.0,0.0,105.02,-1.0,0.0,100.09,-1.0,0.0,93.3,-1.0,0.0,89.54,-1.0,0.0,96.602,-1.0
3115,-1,166,0,-1,79,0,-1,65,0,-1,20,0,-1,13,0,0.0,94.53,-1.0,0.0,105.8,-1.0,0.0,98.48,-1.0,0.0,90.54,-1.0,0.0,89.1,-1.0,0.0,95.69000000000001,-1.0
3116,-1,207,0,-1,121,0,-1,57,0,-1,3,0,-1,37,0,0.0,96.54,-1.0,0.0,106.55,-1.0,0.0,98.35,-1.0,0.0,89.75,-1.0,0.0,88.29,-1.0,0.0,95.896,-1.0
3117,-1,291,0,-1,33,0,-1,43,0,-1,88,0,-1,372,0,0.0,97.68,-1.0,0.0,105.82,-1.0,0.0,97.78,-1.0,0.0,89.37,-1.0,0.0,91.84,-1.0,0.0,96.498,-1.0
3118,-1,211,0,-1,100,0,-1,25,0,-1,131,0,-1,125,0,0.0,99.43,-1.0,0.0,105.7,-1.0,0.0,97.28,-1.0,0.0,90.35,-1.0,0.0,92.06,-1.0,0.0,96.964,-1.0
3119,-1,30,0,-1,51,0,-1,58,0,-1,158,0,-1,52,0,0.0,99.14,-1.0,0.0,102.87,-1.0,0.0,97.26,-1.0,0.0,91.81,-1.0,0.0,91.62,-1.0,0.0,96.53999999999999,-1.0
3120,-1,56,0,-1,18,0,-1,134,0,-1,59,0,-1,272,0,0.0,99.33,-1.0,0.0,101.73,-1.0,0.0,98.54,-1.0,0.0,90.54,-1.0,0.0,92.7,-1.0,0.0,96.56800000000001,-1.0
3121,-1,53,0,-1,35,0,-1,203,0,-1,52,0,-1,140,0,0.0,99.35,-1.0,0.0,97.95,-1.0,0.0,100.32,-1.0,0.0,90.41,-1.0,0.0,93.81,-1.0,0.0,96.368,-1.0
3122,-1,6,0,-1,118,0,-1,177,0,-1,65,0,-1,77,0,0.0,98.56,-1.0,0.0,98.4,-1.0,0.0,101.42,-1.0,0.0,87.76,-1.0,0.0,94.3,-1.0,0.0,96.088,-1.0
3123,-1,168,0,-1,80,0,-1,119,0,-1,49,0,-1,49,0,0.0,100.09,-1.0,0.0,98.14,-1.0,0.0,100.63,-1.0,0.0,85.95,-1.0,0.0,94.45,-1.0,0.0,95.852,-1.0
3124,-1,53,0,-1,116,0,-1,206,0,-1,37,0,-1,80,0,0.0,97.58,-1.0,0.0,97.69,-1.0,0.0,100.51,-1.0,0.0,85.74,-1.0,0.0,91.93,-1.0,0.0,94.69,-1.0
3125,-1,168,0,-1,118,0,-1,76,0,-1,66,0,-1,56,0,0.0,99.23,-1.0,0.0,97.87,-1.0,0.0,101.22,-1.0,0.0,86.24,-1.0,0.0,92.23,-1.0,0.0,95.35800000000002,-1.0
3126,-1,167,0,-1,456,0,-1,135,0,-1,16,0,-1,64,0,0.0,99.53,-1.0,0.0,102.22,-1.0,0.0,100.99,-1.0,0.0,85.86,-1.0,0.0,92.3,-1.0,0.0,96.18,-1.0
3127,-1,133,0,-1,47,0,-1,190,0,-1,18,0,-1,54,0,0.0,100.76,-1.0,0.0,99.46,-1.0,0.0,102.54,-1.0,0.0,85.85,-1.0,0.0,92.24,-1.0,0.0,96.17,-1.0
3128,-1,33,0,-1,77,0,-1,178,0,-1,85,0,-1,94,0,0.0,100.73,-1.0,0.0,99.37,-1.0,0.0,103.56,-1.0,0.0,86.37,-1.0,0.0,92.52,-1.0,0.0,96.51,-1.0
3129,-1,36,0,-1,159,0,-1,113,0,-1,61,0,-1,148,0,0.0,99.79,-1.0,0.0,100.51,-1.0,0.0,103.59,-1.0,0.0,85.61,-1.0,0.0,92.96,-1.0,0.0,96.49199999999999,-1.0
3130,-1,129,0,-1,49,0,-1,25,0,-1,43,0,-1,106,0,0.0,98.5,-1.0,0.0,99.89,-1.0,0.0,102.86,-1.0,0.0,85.74,-1.0,0.0,92.15,-1.0,0.0,95.828,-1.0
3131,-1,154,0,-1,52,0,-1,142,0,-1,54,0,-1,106,0,0.0,98.98,-1.0,0.0,98.64,-1.0,0.0,104.0,-1.0,0.0,85.36,-1.0,0.0,92.77,-1.0,0.0,95.95,-1.0
3132,-1,2,0,-1,200,0,-1,188,0,-1,162,0,-1,166,0,0.0,98.65,-1.0,0.0,100.29,-1.0,0.0,105.27,-1.0,0.0,86.34,-1.0,0.0,93.51,-1.0,0.0,96.81199999999998,-1.0
3133,-1,71,0,-1,60,0,-1,158,0,-1,94,0,-1,195,0,0.0,99.16,-1.0,0.0,99.8,-1.0,0.0,106.34,-1.0,0.0,85.39,-1.0,0.0,95.27,-1.0,0.0,97.19199999999998,-1.0
3134,-1,139,0,-1,59,0,-1,181,0,-1,32,0,-1,143,0,0.0,99.91,-1.0,0.0,98.49,-1.0,0.0,107.55,-1.0,0.0,85.7,-1.0,0.0,95.23,-1.0,0.0,97.376,-1.0
3135,-1,61,0,-1,119,0,-1,106,0,-1,57,0,-1,98,0,0.0,98.15,-1.0,0.0,98.47,-1.0,0.0,108.37,-1.0,0.0,84.38,-1.0,0.0,95.49,-1.0,0.0,96.97200000000001,-1.0
3136,-1,95,0,-1,61,0,-1,74,0,-1,44,0,-1,169,0,0.0,95.96,-1.0,0.0,98.25,-1.0,0.0,108.83,-1.0,0.0,83.53,-1.0,0.0,96.88,-1.0,0.0,96.68999999999998,-1.0
3137,-1,178,0,-1,12,0,-1,31,0,-1,79,0,-1,59,0,0.0,97.39,-1.0,0.0,97.88,-1.0,0.0,108.69,-1.0,0.0,83.48,-1.0,0.0,96.59,-1.0,0.0,96.806,-1.0
3138,-1,48,0,-1,31,0,-1,91,0,-1,48,0,-1,9,0,0.0,97.7,-1.0,0.0,96.77,-1.0,0.0,108.63,-1.0,0.0,82.03,-1.0,0.0,96.53,-1.0,0.0,96.332,-1.0
3139,-1,229,0,-1,10,0,-1,40,0,-1,133,0,-1,111,0,0.0,99.0,-1.0,0.0,96.43,-1.0,0.0,108.02,-1.0,0.0,82.79,-1.0,0.0,97.31,-1.0,0.0,96.71000000000001,-1.0
3140,-1,88,0,-1,125,0,-1,17,0,-1,61,0,-1,414,0,0.0,98.39,-1.0,0.0,97.09,-1.0,0.0,105.63,-1.0,0.0,82.71,-1.0,0.0,100.86,-1.0,0.0,96.936,-1.0
3141,-1,128,0,-1,82,0,-1,107,0,-1,47,0,-1,37,0,0.0,97.31,-1.0,0.0,96.94,-1.0,0.0,106.48,-1.0,0.0,82.83,-1.0,0.0,99.87,-1.0,0.0,96.686,-1.0
3142,-1,342,0,-1,96,0,-1,36,0,-1,153,0,-1,48,0,0.0,100.52,-1.0,0.0,97.46,-1.0,0.0,105.55,-1.0,0.0,82.64,-1.0,0.0,99.68,-1.0,0.0,97.16999999999999,-1.0
3143,-1,41,0,-1,104,0,-1,25,0,-1,92,0,-1,129,0,0.0,100.56,-1.0,0.0,96.36,-1.0,0.0,105.68,-1.0,0.0,83.24,-1.0,0.0,100.81,-1.0,0.0,97.33000000000001,-1.0
3144,-1,132,0,-1,31,0,-1,22,0,-1,187,0,-1,187,0,0.0,101.21,-1.0,0.0,95.54,-1.0,0.0,105.1,-1.0,0.0,84.34,-1.0,0.0,102.26,-1.0,0.0,97.69000000000001,-1.0
3145,-1,130,0,-1,117,0,-1,72,0,-1,131,0,-1,61,0,0.0,100.25,-1.0,0.0,96.18,-1.0,0.0,105.35,-1.0,0.0,84.67,-1.0,0.0,102.36,-1.0,0.0,97.762,-1.0
3146,-1,4,0,-1,112,0,-1,78,0,-1,49,0,-1,128,0,0.0,97.1,-1.0,0.0,97.0,-1.0,0.0,105.41,-1.0,0.0,83.96,-1.0,0.0,101.44,-1.0,0.0,96.982,-1.0
3147,-1,119,0,-1,183,0,-1,81,0,-1,58,0,-1,25,0,0.0,97.54,-1.0,0.0,98.58,-1.0,0.0,105.81,-1.0,0.0,84.42,-1.0,0.0,99.93,-1.0,0.0,97.256,-1.0
3148,-1,28,0,-1,10,0,-1,172,0,-1,87,0,-1,61,0,0.0,96.3,-1.0,0.0,97.67,-1.0,0.0,106.59,-1.0,0.0,84.7,-1.0,0.0,98.99,-1.0,0.0,96.85,-1.0
3149,-1,163,0,-1,80,0,-1,391,0,-1,106,0,-1,31,0,0.0,97.28,-1.0,0.0,98.06,-1.0,0.0,109.15,-1.0,0.0,85.39,-1.0,0.0,98.06,-1.0,0.0,97.588,-1.0
3150,-1,125,0,-1,21,0,-1,87,0,-1,59,0,-1,115,0,0.0,97.93,-1.0,0.0,97.93,-1.0,0.0,108.7,-1.0,0.0,84.99,-1.0,0.0,97.83,-1.0,0.0,97.476,-1.0
3151,-1,180,0,-1,46,0,-1,51,0,-1,85,0,-1,240,0,0.0,98.97,-1.0,0.0,97.53,-1.0,0.0,107.47,-1.0,0.0,85.4,-1.0,0.0,98.53,-1.0,0.0,97.58,-1.0
3152,-1,192,0,-1,30,0,-1,159,0,-1,28,0,-1,166,0,0.0,99.2,-1.0,0.0,97.43,-1.0,0.0,105.27,-1.0,0.0,85.13,-1.0,0.0,99.91,-1.0,0.0,97.38799999999999,-1.0
3153,-1,16,0,-1,149,0,-1,216,0,-1,114,0,-1,218,0,0.0,97.37,-1.0,0.0,98.59,-1.0,0.0,107.38,-1.0,0.0,85.88,-1.0,0.0,100.8,-1.0,0.0,98.004,-1.0
3154,-1,100,0,-1,132,0,-1,107,0,-1,117,0,-1,32,0,0.0,98.2,-1.0,0.0,99.22,-1.0,0.0,107.38,-1.0,0.0,86.19,-1.0,0.0,100.49,-1.0,0.0,98.296,-1.0
3155,-1,273,0,-1,148,0,-1,90,0,-1,108,0,-1,261,0,0.0,100.79,-1.0,0.0,100.66,-1.0,0.0,106.98,-1.0,0.0,87.22,-1.0,0.0,102.1,-1.0,0.0,99.55,-1.0
3156,-1,33,0,-1,75,0,-1,58,0,-1,118,0,-1,83,0,0.0,100.34,-1.0,0.0,100.93,-1.0,0.0,107.46,-1.0,0.0,88.07,-1.0,0.0,102.67,-1.0,0.0,99.894,-1.0
3157,-1,87,0,-1,47,0,-1,88,0,-1,111,0,-1,217,0,0.0,100.79,-1.0,0.0,100.92,-1.0,0.0,107.72,-1.0,0.0,89.11,-1.0,0.0,103.7,-1.0,0.0,100.44800000000001,-1.0
3158,-1,1,0,-1,93,0,-1,219,0,-1,115,0,-1,60,0,0.0,99.78,-1.0,0.0,101.11,-1.0,0.0,107.43,-1.0,0.0,89.57,-1.0,0.0,104.14,-1.0,0.0,100.40599999999999,-1.0
3159,-1,6,0,-1,213,0,-1,17,0,-1,117,0,-1,127,0,0.0,99.68,-1.0,0.0,102.35,-1.0,0.0,106.19,-1.0,0.0,90.41,-1.0,0.0,104.74,-1.0,0.0,100.674,-1.0
3160,-1,47,0,-1,56,0,-1,297,0,-1,215,0,-1,48,0,0.0,99.85,-1.0,0.0,101.14,-1.0,0.0,107.29,-1.0,0.0,90.76,-1.0,0.0,104.89,-1.0,0.0,100.786,-1.0
3161,-1,35,0,-1,54,0,-1,21,0,-1,303,0,-1,31,0,0.0,99.75,-1.0,0.0,101.57,-1.0,0.0,106.37,-1.0,0.0,93.44,-1.0,0.0,104.59,-1.0,0.0,101.144,-1.0
3162,-1,73,0,-1,83,0,-1,99,0,-1,217,0,-1,112,0,0.0,99.81,-1.0,0.0,100.64,-1.0,0.0,105.16,-1.0,0.0,94.84,-1.0,0.0,104.69,-1.0,0.0,101.028,-1.0
3163,-1,157,0,-1,13,0,-1,91,0,-1,48,0,-1,35,0,0.0,98.18,-1.0,0.0,99.63,-1.0,0.0,105.22,-1.0,0.0,94.55,-1.0,0.0,101.76,-1.0,0.0,99.868,-1.0
3164,-1,9,0,-1,191,0,-1,57,0,-1,118,0,-1,6,0,0.0,98.02,-1.0,0.0,100.82,-1.0,0.0,105.55,-1.0,0.0,94.91,-1.0,0.0,101.76,-1.0,0.0,100.21199999999999,-1.0
3165,-1,218,0,-1,198,0,-1,211,0,-1,50,0,-1,137,0,0.0,99.59,-1.0,0.0,101.36,-1.0,0.0,107.34,-1.0,0.0,94.45,-1.0,0.0,102.88,-1.0,0.0,101.124,-1.0
3166,-1,162,0,-1,83,0,-1,59,0,-1,108,0,-1,167,0,0.0,100.39,-1.0,0.0,98.64,-1.0,0.0,105.98,-1.0,0.0,94.37,-1.0,0.0,103.79,-1.0,0.0,100.634,-1.0
3167,-1,70,0,-1,67,0,-1,96,0,-1,83,0,-1,73,0,0.0,100.77,-1.0,0.0,98.64,-1.0,0.0,106.57,-1.0,0.0,94.98,-1.0,0.0,103.94,-1.0,0.0,100.98,-1.0
3168,-1,59,0,-1,89,0,-1,115,0,-1,367,0,-1,45,0,0.0,100.54,-1.0,0.0,98.2,-1.0,0.0,107.33,-1.0,0.0,98.02,-1.0,0.0,103.24,-1.0,0.0,101.466,-1.0
3169,-1,205,0,-1,12,0,-1,65,0,-1,234,0,-1,110,0,0.0,101.86,-1.0,0.0,97.83,-1.0,0.0,107.76,-1.0,0.0,99.68,-1.0,0.0,104.23,-1.0,0.0,102.272,-1.0
3170,-1,121,0,-1,251,0,-1,54,0,-1,173,0,-1,73,0,0.0,101.2,-1.0,0.0,99.83,-1.0,0.0,107.6,-1.0,0.0,101.31,-1.0,0.0,103.09,-1.0,0.0,102.606,-1.0
3171,-1,182,0,-1,304,0,-1,105,0,-1,306,0,-1,215,0,0.0,101.71,-1.0,0.0,99.8,-1.0,0.0,105.95,-1.0,0.0,104.29,-1.0,0.0,105.12,-1.0,0.0,103.374,-1.0
3172,-1,142,0,-1,140,0,-1,100,0,-1,272,0,-1,156,0,0.0,102.82,-1.0,0.0,99.53,-1.0,0.0,106.92,-1.0,0.0,106.39,-1.0,0.0,104.97,-1.0,0.0,104.126,-1.0
3173,-1,26,0,-1,36,0,-1,489,0,-1,236,0,-1,41,0,0.0,101.81,-1.0,0.0,99.09,-1.0,0.0,111.44,-1.0,0.0,106.75,-1.0,0.0,104.48,-1.0,0.0,104.71400000000001,-1.0
3174,-1,107,0,-1,210,0,-1,50,0,-1,12,0,-1,39,0,0.0,99.0,-1.0,0.0,99.81,-1.0,0.0,111.14,-1.0,0.0,106.14,-1.0,0.0,103.04,-1.0,0.0,103.826,-1.0
3175,-1,180,0,-1,78,0,-1,86,0,-1,15,0,-1,29,0,0.0,99.56,-1.0,0.0,99.88,-1.0,0.0,109.6,-1.0,0.0,104.29,-1.0,0.0,101.71,-1.0,0.0,103.008,-1.0
3176,-1,454,0,-1,91,0,-1,15,0,-1,59,0,-1,118,0,0.0,103.14,-1.0,0.0,98.34,-1.0,0.0,107.78,-1.0,0.0,104.15,-1.0,0.0,102.27,-1.0,0.0,103.136,-1.0
3177,-1,245,0,-1,32,0,-1,37,0,-1,29,0,-1,130,0,0.0,105.3,-1.0,0.0,96.75,-1.0,0.0,107.62,-1.0,0.0,102.42,-1.0,0.0,103.5,-1.0,0.0,103.11800000000001,-1.0
3178,-1,193,0,-1,56,0,-1,224,0,-1,86,0,-1,118,0,0.0,106.82,-1.0,0.0,97.29,-1.0,0.0,108.48,-1.0,0.0,103.14,-1.0,0.0,104.17,-1.0,0.0,103.97999999999999,-1.0
3179,-1,22,0,-1,105,0,-1,177,0,-1,89,0,-1,72,0,0.0,105.67,-1.0,0.0,97.7,-1.0,0.0,109.39,-1.0,0.0,101.19,-1.0,0.0,103.73,-1.0,0.0,103.53599999999999,-1.0
3180,-1,40,0,-1,13,0,-1,43,0,-1,36,0,-1,98,0,0.0,105.88,-1.0,0.0,97.76,-1.0,0.0,108.94,-1.0,0.0,99.25,-1.0,0.0,103.95,-1.0,0.0,103.15599999999999,-1.0
3181,-1,18,0,-1,133,0,-1,73,0,-1,253,0,-1,114,0,0.0,104.74,-1.0,0.0,98.76,-1.0,0.0,108.67,-1.0,0.0,101.36,-1.0,0.0,104.19,-1.0,0.0,103.54400000000001,-1.0
3182,-1,17,0,-1,55,0,-1,150,0,-1,18,0,-1,52,0,0.0,104.2,-1.0,0.0,98.87,-1.0,0.0,110.02,-1.0,0.0,100.09,-1.0,0.0,103.8,-1.0,0.0,103.39599999999999,-1.0
3183,-1,251,0,-1,116,0,-1,15,0,-1,5,0,-1,155,0,0.0,106.52,-1.0,0.0,99.7,-1.0,0.0,109.04,-1.0,0.0,99.61,-1.0,0.0,102.8,-1.0,0.0,103.53399999999999,-1.0
