,QL with Constant Epsilon Overall_Accuracy,QL with Constant Epsilon Overall_Steps,QL with Constant Epsilon Overall_Reward
3427,0.9,5.09,0.8
3428,0.9,5.1,0.8
3429,0.9,5.1,0.8
3430,0.9,5.1,0.8
3431,0.9,5.1,0.8
3432,0.9,5.1,0.8
3433,0.9,5.1,0.8
3434,0.9,5.1,0.8
3435,0.9,5.12,0.8
3436,0.9,5.13,0.8
3437,0.91,5.15,0.82
3438,0.91,5.15,0.82
3439,0.91,5.13,0.82
3440,0.91,5.13,0.82
3441,0.9,5.1,0.8
3442,0.9,5.1,0.8
3443,0.91,5.11,0.82
3444,0.92,5.09,0.84
3445,0.92,5.13,0.84
3446,0.92,5.15,0.84
3447,0.92,5.19,0.84
3448,0.91,5.18,0.82
3449,0.92,5.22,0.84
3450,0.92,5.22,0.84
3451,0.92,5.2,0.84
3452,0.92,5.2,0.84
3453,0.92,5.22,0.84
3454,0.92,5.22,0.84
3455,0.92,5.21,0.84
3456,0.92,5.21,0.84
3457,0.92,5.22,0.84
3458,0.92,5.22,0.84
3459,0.93,5.27,0.86
3460,0.93,5.27,0.86
3461,0.93,5.26,0.86
3462,0.93,5.26,0.86
3463,0.93,5.27,0.86
3464,0.93,5.27,0.86
3465,0.93,5.24,0.86
3466,0.94,5.26,0.88
3467,0.94,5.26,0.88
3468,0.93,5.21,0.86
3469,0.93,5.23,0.86
3470,0.93,5.21,0.86
3471,0.93,5.21,0.86
3472,0.93,5.21,0.86
3473,0.93,5.21,0.86
3474,0.93,5.21,0.86
3475,0.92,5.17,0.84
3476,0.92,5.17,0.84
3477,0.92,5.18,0.84
3478,0.92,5.18,0.84
3479,0.92,5.18,0.84
3480,0.92,5.2,0.84
3481,0.92,5.2,0.84
3482,0.92,5.2,0.84
3483,0.92,5.2,0.84
3484,0.92,5.2,0.84
3485,0.92,5.2,0.84
3486,0.92,5.21,0.84
3487,0.91,5.17,0.82
3488,0.92,5.19,0.84
3489,0.92,5.21,0.84
3490,0.92,5.21,0.84
3491,0.92,5.21,0.84
3492,0.92,5.23,0.84
3493,0.92,5.24,0.84
3494,0.92,5.25,0.84
3495,0.92,5.23,0.84
3496,0.92,5.23,0.84
3497,0.92,5.24,0.84
3498,0.92,5.22,0.84
3499,0.92,5.22,0.84
3500,0.92,5.24,0.84
3501,0.92,5.24,0.84
3502,0.92,5.24,0.84
3503,0.92,5.24,0.84
3504,0.92,5.24,0.84
3505,0.92,5.26,0.84
3506,0.92,5.23,0.84
3507,0.92,5.23,0.84
3508,0.92,5.24,0.84
3509,0.92,5.26,0.84
3510,0.92,5.26,0.84
3511,0.92,5.26,0.84
3512,0.93,5.3,0.86
3513,0.93,5.3,0.86
3514,0.93,5.3,0.86
3515,0.92,5.26,0.84
3516,0.92,5.26,0.84
3517,0.92,5.26,0.84
3518,0.92,5.26,0.84
3519,0.93,5.29,0.86
3520,0.93,5.29,0.86
3521,0.93,5.29,0.86
3522,0.93,5.26,0.86
3523,0.92,5.23,0.84
3524,0.92,5.22,0.84
3525,0.92,5.21,0.84
3526,0.92,5.21,0.84
3527,0.92,5.21,0.84
3528,0.92,5.2,0.84
3529,0.92,5.21,0.84
3530,0.92,5.21,0.84
3531,0.92,5.21,0.84
3532,0.92,5.21,0.84
3533,0.92,5.21,0.84
3534,0.92,5.21,0.84
3535,0.92,5.21,0.84
3536,0.92,5.2,0.84
3537,0.92,5.22,0.84
3538,0.92,5.22,0.84
3539,0.91,5.2,0.82
3540,0.91,5.2,0.82
3541,0.92,5.25,0.84
3542,0.92,5.27,0.84
3543,0.92,5.27,0.84
3544,0.91,5.24,0.82
3545,0.91,5.2,0.82
3546,0.91,5.18,0.82
3547,0.91,5.13,0.82
3548,0.92,5.14,0.84
3549,0.92,5.15,0.84
3550,0.92,5.16,0.84
3551,0.91,5.13,0.82
3552,0.91,5.16,0.82
3553,0.91,5.16,0.82
3554,0.91,5.16,0.82
3555,0.91,5.16,0.82
3556,0.91,5.16,0.82
3557,0.91,5.16,0.82
3558,0.91,5.16,0.82
3559,0.91,5.14,0.82
3560,0.91,5.14,0.82
3561,0.91,5.16,0.82
3562,0.91,5.17,0.82
3563,0.9,5.15,0.8
3564,0.9,5.15,0.8
3565,0.89,5.14,0.78
3566,0.89,5.14,0.78
3567,0.89,5.14,0.78
3568,0.9,5.18,0.8
3569,0.9,5.16,0.8
3570,0.9,5.18,0.8
3571,0.9,5.17,0.8
3572,0.9,5.17,0.8
3573,0.9,5.17,0.8
3574,0.9,5.17,0.8
3575,0.91,5.23,0.82
3576,0.91,5.23,0.82
3577,0.91,5.22,0.82
3578,0.91,5.23,0.82
3579,0.91,5.25,0.82
3580,0.91,5.23,0.82
3581,0.91,5.23,0.82
3582,0.91,5.23,0.82
3583,0.91,5.25,0.82
3584,0.91,5.25,0.82
3585,0.9,5.2,0.8
3586,0.89,5.15,0.78
3587,0.9,5.22,0.8
3588,0.9,5.24,0.8
3589,0.9,5.22,0.8
3590,0.89,5.17,0.78
3591,0.89,5.17,0.78
3592,0.89,5.18,0.78
3593,0.89,5.17,0.78
3594,0.9,5.17,0.8
3595,0.9,5.17,0.8
3596,0.9,5.17,0.8
3597,0.89,5.13,0.78
3598,0.89,5.13,0.78
3599,0.89,5.13,0.78
3600,0.89,5.11,0.78
3601,0.89,5.11,0.78
3602,0.89,5.12,0.78
3603,0.89,5.12,0.78
3604,0.89,5.12,0.78
3605,0.89,5.1,0.78
3606,0.89,5.1,0.78
3607,0.89,5.1,0.78
3608,0.89,5.11,0.78
3609,0.89,5.09,0.78
3610,0.89,5.09,0.78
3611,0.89,5.09,0.78
3612,0.89,5.09,0.78
3613,0.89,5.09,0.78
3614,0.89,5.09,0.78
3615,0.9,5.13,0.8
3616,0.9,5.13,0.8
3617,0.9,5.13,0.8
3618,0.9,5.13,0.8
3619,0.9,5.14,0.8
3620,0.9,5.14,0.8
3621,0.9,5.14,0.8
3622,0.9,5.15,0.8
3623,0.91,5.18,0.82
3624,0.91,5.19,0.82
3625,0.91,5.19,0.82
3626,0.91,5.2,0.82
3627,0.91,5.2,0.82
3628,0.91,5.2,0.82
3629,0.91,5.19,0.82
3630,0.91,5.2,0.82
3631,0.91,5.2,0.82
3632,0.91,5.22,0.82
3633,0.91,5.22,0.82
3634,0.91,5.22,0.82
3635,0.91,5.2,0.82
3636,0.91,5.23,0.82
3637,0.91,5.21,0.82
3638,0.91,5.21,0.82
3639,0.92,5.25,0.84
3640,0.92,5.25,0.84
3641,0.92,5.23,0.84
3642,0.92,5.21,0.84
3643,0.92,5.21,0.84
3644,0.93,5.24,0.86
3645,0.93,5.25,0.86
3646,0.93,5.25,0.86
3647,0.93,5.25,0.86
3648,0.93,5.25,0.86
3649,0.93,5.24,0.86
3650,0.92,5.22,0.84
3651,0.93,5.26,0.86
3652,0.93,5.23,0.86
3653,0.93,5.21,0.86
3654,0.93,5.21,0.86
3655,0.93,5.21,0.86
3656,0.93,5.21,0.86
3657,0.93,5.21,0.86
3658,0.92,5.18,0.84
3659,0.92,5.19,0.84
3660,0.92,5.19,0.84
3661,0.92,5.17,0.84
3662,0.92,5.17,0.84
3663,0.93,5.18,0.86
3664,0.93,5.18,0.86
3665,0.94,5.19,0.88
3666,0.93,5.16,0.86
3667,0.93,5.16,0.86
3668,0.93,5.15,0.86
3669,0.93,5.17,0.86
3670,0.93,5.15,0.86
3671,0.93,5.15,0.86
3672,0.93,5.16,0.86
3673,0.93,5.16,0.86
3674,0.93,5.16,0.86
3675,0.93,5.14,0.86
3676,0.93,5.15,0.86
3677,0.93,5.15,0.86
3678,0.93,5.14,0.86
3679,0.93,5.13,0.86
3680,0.93,5.15,0.86
3681,0.93,5.17,0.86
3682,0.93,5.18,0.86
3683,0.93,5.17,0.86
3684,0.93,5.17,0.86
3685,0.94,5.21,0.88
3686,0.95,5.25,0.9
3687,0.95,5.24,0.9
3688,0.95,5.22,0.9
3689,0.94,5.19,0.88
3690,0.95,5.25,0.9
3691,0.95,5.25,0.9
3692,0.95,5.22,0.9
3693,0.94,5.2,0.88
3694,0.94,5.24,0.88
3695,0.94,5.24,0.88
3696,0.94,5.24,0.88
3697,0.95,5.27,0.9
3698,0.95,5.27,0.9
3699,0.95,5.3,0.9
3700,0.95,5.3,0.9
3701,0.95,5.3,0.9
3702,0.95,5.3,0.9
3703,0.95,5.3,0.9
3704,0.94,5.26,0.88
3705,0.94,5.26,0.88
3706,0.94,5.28,0.88
3707,0.94,5.28,0.88
3708,0.94,5.26,0.88
3709,0.94,5.29,0.88
3710,0.94,5.29,0.88
3711,0.94,5.29,0.88
3712,0.94,5.29,0.88
3713,0.94,5.29,0.88
3714,0.94,5.35,0.88
3715,0.94,5.35,0.88
3716,0.94,5.35,0.88
3717,0.94,5.35,0.88
3718,0.94,5.35,0.88
3719,0.94,5.34,0.88
3720,0.94,5.34,0.88
3721,0.94,5.34,0.88
3722,0.94,5.33,0.88
3723,0.94,5.33,0.88
3724,0.94,5.32,0.88
3725,0.94,5.32,0.88
3726,0.94,5.31,0.88
3727,0.94,5.31,0.88
3728,0.94,5.31,0.88
3729,0.94,5.31,0.88
3730,0.94,5.31,0.88
3731,0.94,5.31,0.88
3732,0.94,5.29,0.88
3733,0.94,5.31,0.88
3734,0.93,5.28,0.86
3735,0.93,5.32,0.86
3736,0.93,5.29,0.86
3737,0.93,5.29,0.86
3738,0.92,5.28,0.84
3739,0.92,5.28,0.84
3740,0.92,5.28,0.84
3741,0.92,5.28,0.84
3742,0.92,5.31,0.84
3743,0.92,5.31,0.84
3744,0.91,5.31,0.82
3745,0.91,5.3,0.82
3746,0.91,5.32,0.82
3747,0.9,5.32,0.8
3748,0.9,5.32,0.8
3749,0.9,5.32,0.8
3750,0.91,5.33,0.82
3751,0.91,5.34,0.82
3752,0.91,5.34,0.82
3753,0.91,5.34,0.82
3754,0.91,5.34,0.82
3755,0.91,5.34,0.82
3756,0.91,5.34,0.82
3757,0.91,5.33,0.82
3758,0.92,5.36,0.84
3759,0.92,5.35,0.84
3760,0.92,5.36,0.84
3761,0.92,5.36,0.84
3762,0.92,5.35,0.84
3763,0.92,5.35,0.84
3764,0.92,5.35,0.84
3765,0.92,5.35,0.84
3766,0.93,5.38,0.86
3767,0.93,5.38,0.86
3768,0.93,5.38,0.86
3769,0.93,5.38,0.86
3770,0.93,5.38,0.86
3771,0.93,5.39,0.86
3772,0.92,5.35,0.84
3773,0.92,5.35,0.84
3774,0.92,5.35,0.84
3775,0.92,5.35,0.84
3776,0.92,5.34,0.84
3777,0.92,5.34,0.84
3778,0.92,5.34,0.84
3779,0.92,5.33,0.84
3780,0.92,5.33,0.84
3781,0.92,5.35,0.84
3782,0.92,5.34,0.84
3783,0.92,5.33,0.84
3784,0.92,5.33,0.84
3785,0.92,5.33,0.84
3786,0.92,5.33,0.84
3787,0.92,5.31,0.84
3788,0.91,5.3,0.82
3789,0.92,5.33,0.84
3790,0.92,5.33,0.84
3791,0.92,5.33,0.84
3792,0.92,5.33,0.84
3793,0.93,5.35,0.86
3794,0.93,5.32,0.86
3795,0.93,5.32,0.86
3796,0.92,5.29,0.84
3797,0.92,5.29,0.84
3798,0.92,5.29,0.84
3799,0.92,5.28,0.84
3800,0.92,5.3,0.84
3801,0.92,5.31,0.84
3802,0.92,5.3,0.84
3803,0.91,5.29,0.82
3804,0.92,5.33,0.84
3805,0.92,5.33,0.84
3806,0.91,5.27,0.82
3807,0.91,5.28,0.82
3808,0.91,5.28,0.82
3809,0.91,5.25,0.82
3810,0.91,5.25,0.82
3811,0.91,5.25,0.82
3812,0.91,5.25,0.82
3813,0.91,5.25,0.82
3814,0.91,5.19,0.82
3815,0.9,5.18,0.8
3816,0.9,5.18,0.8
3817,0.9,5.18,0.8
3818,0.9,5.18,0.8
3819,0.89,5.15,0.78
3820,0.89,5.15,0.78
3821,0.89,5.15,0.78
3822,0.89,5.15,0.78
3823,0.89,5.15,0.78
3824,0.89,5.15,0.78
3825,0.89,5.17,0.78
3826,0.89,5.17,0.78
3827,0.89,5.17,0.78
3828,0.89,5.17,0.78
3829,0.88,5.14,0.76
3830,0.88,5.13,0.76
3831,0.87,5.11,0.74
3832,0.87,5.11,0.74
3833,0.87,5.09,0.74
3834,0.88,5.12,0.76
3835,0.88,5.08,0.76
3836,0.88,5.08,0.76
3837,0.88,5.11,0.76
3838,0.89,5.14,0.78
3839,0.89,5.13,0.78
3840,0.89,5.13,0.78
3841,0.89,5.15,0.78
3842,0.89,5.12,0.78
3843,0.89,5.12,0.78
3844,0.89,5.09,0.78
3845,0.89,5.11,0.78
3846,0.89,5.1,0.78
3847,0.9,5.11,0.8
3848,0.89,5.07,0.78
3849,0.88,5.06,0.76
3850,0.88,5.06,0.76
3851,0.87,5.05,0.74
3852,0.87,5.05,0.74
3853,0.87,5.06,0.74
3854,0.87,5.06,0.74
3855,0.87,5.06,0.74
3856,0.87,5.06,0.74
3857,0.87,5.06,0.74
3858,0.87,5.06,0.74
3859,0.87,5.06,0.74
3860,0.87,5.05,0.74
3861,0.86,5.02,0.72
3862,0.86,5.02,0.72
3863,0.86,5.02,0.72
3864,0.86,5.02,0.72
3865,0.86,5.02,0.72
3866,0.86,5.03,0.72
3867,0.86,5.05,0.72
3868,0.85,5.07,0.7
3869,0.85,5.05,0.7
3870,0.85,5.06,0.7
3871,0.85,5.05,0.7
3872,0.86,5.08,0.72
3873,0.86,5.1,0.72
3874,0.86,5.11,0.72
3875,0.86,5.12,0.72
3876,0.86,5.12,0.72
3877,0.85,5.09,0.7
3878,0.84,5.08,0.68
3879,0.84,5.08,0.68
3880,0.84,5.06,0.68
3881,0.84,5.03,0.68
3882,0.83,5.01,0.66
3883,0.83,5.01,0.66
3884,0.82,5,0.64
3885,0.82,5,0.64
3886,0.82,5.02,0.64
3887,0.81,4.98,0.62
3888,0.82,4.99,0.64
3889,0.82,4.99,0.64
3890,0.82,4.97,0.64
3891,0.82,4.97,0.64
3892,0.82,4.97,0.64
3893,0.82,4.97,0.64
3894,0.82,4.97,0.64
3895,0.81,4.98,0.62
3896,0.82,5.01,0.64
3897,0.82,5.01,0.64
3898,0.82,5.01,0.64
3899,0.82,4.99,0.64
3900,0.82,4.98,0.64
3901,0.82,4.99,0.64
3902,0.82,4.99,0.64
3903,0.83,5,0.66
3904,0.83,5,0.66
3905,0.83,5.02,0.66
3906,0.84,5.06,0.68
3907,0.83,5.03,0.66
3908,0.83,5.05,0.66
3909,0.83,5.05,0.66
3910,0.83,5.05,0.66
3911,0.83,5.05,0.66
3912,0.83,5.05,0.66
3913,0.83,5.05,0.66
3914,0.83,5.05,0.66
3915,0.84,5.06,0.68
3916,0.84,5.07,0.68
3917,0.84,5.08,0.68
3918,0.84,5.08,0.68
3919,0.85,5.11,0.7
3920,0.85,5.11,0.7
3921,0.85,5.11,0.7
3922,0.85,5.11,0.7
3923,0.85,5.11,0.7
3924,0.85,5.11,0.7
3925,0.85,5.11,0.7
3926,0.85,5.11,0.7
3927,0.85,5.11,0.7
3928,0.85,5.11,0.7
3929,0.86,5.14,0.72
3930,0.85,5.11,0.7
3931,0.85,5.14,0.7
3932,0.85,5.16,0.7
3933,0.85,5.16,0.7
3934,0.85,5.16,0.7
3935,0.85,5.16,0.7
3936,0.85,5.16,0.7
3937,0.85,5.13,0.7
3938,0.85,5.11,0.7
3939,0.85,5.12,0.7
3940,0.85,5.12,0.7
3941,0.85,5.1,0.7
3942,0.85,5.1,0.7
3943,0.85,5.1,0.7
3944,0.85,5.1,0.7
3945,0.85,5.1,0.7
3946,0.85,5.09,0.7
3947,0.85,5.1,0.7
3948,0.86,5.16,0.72
3949,0.86,5.13,0.72
3950,0.86,5.13,0.72
3951,0.87,5.13,0.74
3952,0.86,5.11,0.72
3953,0.86,5.12,0.72
3954,0.86,5.12,0.72
3955,0.86,5.12,0.72
3956,0.86,5.12,0.72
3957,0.86,5.12,0.72
3958,0.85,5.11,0.7
3959,0.85,5.11,0.7
3960,0.85,5.11,0.7
3961,0.86,5.16,0.72
3962,0.86,5.17,0.72
3963,0.86,5.17,0.72
3964,0.86,5.17,0.72
3965,0.86,5.17,0.72
3966,0.85,5.15,0.7
3967,0.85,5.13,0.7
3968,0.86,5.11,0.72
3969,0.85,5.1,0.7
3970,0.85,5.09,0.7
3971,0.85,5.09,0.7
3972,0.84,5.08,0.68
3973,0.84,5.06,0.68
3974,0.84,5.05,0.68
3975,0.84,5.05,0.68
3976,0.84,5.07,0.68
3977,0.85,5.1,0.7
3978,0.85,5.1,0.7
3979,0.85,5.1,0.7
3980,0.85,5.12,0.7
3981,0.85,5.11,0.7
3982,0.86,5.16,0.72
3983,0.86,5.16,0.72
3984,0.87,5.2,0.74
3985,0.87,5.22,0.74
3986,0.86,5.16,0.72
3987,0.87,5.2,0.74
3988,0.87,5.2,0.74
3989,0.87,5.2,0.74
3990,0.87,5.21,0.74
3991,0.87,5.21,0.74
3992,0.87,5.21,0.74
3993,0.87,5.23,0.74
3994,0.87,5.22,0.74
3995,0.88,5.21,0.76
3996,0.87,5.17,0.74
3997,0.87,5.17,0.74
3998,0.87,5.17,0.74
3999,0.87,5.17,0.74
4000,0.87,5.16,0.74
4001,0.87,5.14,0.74
4002,0.86,5.1,0.72
4003,0.86,5.11,0.72
4004,0.86,5.11,0.72
4005,0.86,5.11,0.72
4006,0.86,5.11,0.72
4007,0.87,5.14,0.74
4008,0.87,5.12,0.74
4009,0.87,5.13,0.74
4010,0.87,5.13,0.74
4011,0.86,5.1,0.72
4012,0.86,5.1,0.72
4013,0.86,5.1,0.72
4014,0.86,5.1,0.72
4015,0.86,5.1,0.72
4016,0.86,5.09,0.72
4017,0.86,5.08,0.72
4018,0.86,5.08,0.72
4019,0.86,5.08,0.72
4020,0.86,5.08,0.72
4021,0.85,5.08,0.7
4022,0.84,5.07,0.68
4023,0.84,5.07,0.68
4024,0.84,5.07,0.68
4025,0.84,5.05,0.68
4026,0.84,5.05,0.68
4027,0.84,5.05,0.68
4028,0.84,5.05,0.68
4029,0.84,5.05,0.68
4030,0.85,5.08,0.7
4031,0.86,5.09,0.72
4032,0.86,5.07,0.72
4033,0.86,5.07,0.72
4034,0.86,5.07,0.72
4035,0.86,5.07,0.72
4036,0.86,5.07,0.72
4037,0.86,5.07,0.72
4038,0.86,5.07,0.72
4039,0.86,5.05,0.72
4040,0.86,5.05,0.72
4041,0.86,5.05,0.72
4042,0.86,5.05,0.72
4043,0.86,5.06,0.72
4044,0.87,5.09,0.74
4045,0.86,5.05,0.72
4046,0.86,5.05,0.72
4047,0.86,5.03,0.72
4048,0.86,5.02,0.72
4049,0.87,5.06,0.74
4050,0.87,5.08,0.74
4051,0.87,5.07,0.74
4052,0.88,5.09,0.76
4053,0.88,5.08,0.76
4054,0.88,5.1,0.76
4055,0.88,5.1,0.76
4056,0.88,5.12,0.76
4057,0.87,5.1,0.74
4058,0.88,5.11,0.76
4059,0.88,5.13,0.76
4060,0.88,5.13,0.76
4061,0.88,5.11,0.76
4062,0.88,5.1,0.76
4063,0.88,5.1,0.76
4064,0.88,5.1,0.76
4065,0.88,5.1,0.76
4066,0.89,5.11,0.78
4067,0.89,5.11,0.78
4068,0.89,5.13,0.78
4069,0.9,5.14,0.8
4070,0.9,5.14,0.8
4071,0.9,5.16,0.8
4072,0.91,5.17,0.82
4073,0.91,5.17,0.82
4074,0.91,5.17,0.82
4075,0.91,5.19,0.82
4076,0.91,5.17,0.82
4077,0.91,5.17,0.82
4078,0.92,5.18,0.84
4079,0.92,5.19,0.84
4080,0.92,5.17,0.84
4081,0.92,5.17,0.84
4082,0.92,5.14,0.84
4083,0.92,5.14,0.84
4084,0.92,5.11,0.84
4085,0.92,5.11,0.84
4086,0.93,5.16,0.86
4087,0.93,5.17,0.86
4088,0.93,5.17,0.86
4089,0.93,5.17,0.86
4090,0.93,5.16,0.86
4091,0.93,5.16,0.86
4092,0.93,5.18,0.86
4093,0.93,5.16,0.86
4094,0.93,5.18,0.86
4095,0.93,5.2,0.86
4096,0.94,5.24,0.88
4097,0.93,5.2,0.86
4098,0.93,5.2,0.86
4099,0.93,5.2,0.86
4100,0.93,5.2,0.86
4101,0.92,5.18,0.84
4102,0.93,5.22,0.86
4103,0.93,5.21,0.86
4104,0.93,5.21,0.86
4105,0.93,5.19,0.86
4106,0.93,5.2,0.86
4107,0.93,5.19,0.86
4108,0.93,5.19,0.86
4109,0.93,5.18,0.86
4110,0.93,5.18,0.86
4111,0.93,5.17,0.86
4112,0.93,5.17,0.86
4113,0.93,5.17,0.86
4114,0.93,5.18,0.86
4115,0.93,5.18,0.86
4116,0.93,5.18,0.86
4117,0.93,5.18,0.86
4118,0.93,5.2,0.86
4119,0.93,5.22,0.86
4120,0.93,5.22,0.86
4121,0.94,5.25,0.88
4122,0.95,5.28,0.9
4123,0.95,5.36,0.9
4124,0.95,5.36,0.9
4125,0.95,5.36,0.9
4126,0.95,5.37,0.9
4127,0.95,5.39,0.9
4128,0.95,5.39,0.9
4129,0.95,5.39,0.9
4130,0.95,5.39,0.9
4131,0.95,5.37,0.9
4132,0.95,5.37,0.9
4133,0.95,5.37,0.9
4134,0.95,5.38,0.9
4135,0.95,5.38,0.9
4136,0.95,5.38,0.9
4137,0.95,5.38,0.9
4138,0.95,5.38,0.9
4139,0.95,5.38,0.9
4140,0.95,5.38,0.9
4141,0.95,5.4,0.9
4142,0.95,5.4,0.9
4143,0.95,5.39,0.9
4144,0.95,5.39,0.9
4145,0.96,5.41,0.92
4146,0.96,5.41,0.92
4147,0.96,5.41,0.92
4148,0.96,5.4,0.92
4149,0.96,5.41,0.92
4150,0.96,5.4,0.92
4151,0.96,5.41,0.92
4152,0.96,5.41,0.92
4153,0.96,5.4,0.92
4154,0.96,5.38,0.92
4155,0.96,5.38,0.92
4156,0.95,5.34,0.9
4157,0.96,5.36,0.92
4158,0.96,5.36,0.92
4159,0.96,5.36,0.92
4160,0.96,5.36,0.92
4161,0.96,5.38,0.92
4162,0.96,5.38,0.92
4163,0.96,5.4,0.92
4164,0.96,5.4,0.92
4165,0.96,5.4,0.92
4166,0.96,5.4,0.92
4167,0.96,5.4,0.92
4168,0.96,5.38,0.92
4169,0.96,5.38,0.92
4170,0.96,5.38,0.92
4171,0.96,5.36,0.92
4172,0.96,5.36,0.92
4173,0.96,5.36,0.92
4174,0.96,5.36,0.92
4175,0.96,5.33,0.92
4176,0.96,5.36,0.92
4177,0.96,5.36,0.92
4178,0.96,5.36,0.92
4179,0.95,5.31,0.9
4180,0.95,5.31,0.9
4181,0.95,5.31,0.9
4182,0.95,5.31,0.9
4183,0.95,5.31,0.9
4184,0.95,5.31,0.9
4185,0.95,5.31,0.9
4186,0.95,5.31,0.9
4187,0.95,5.3,0.9
4188,0.95,5.32,0.9
4189,0.95,5.32,0.9
4190,0.95,5.32,0.9
4191,0.95,5.32,0.9
4192,0.95,5.3,0.9
4193,0.95,5.32,0.9
4194,0.94,5.27,0.88
4195,0.94,5.25,0.88
4196,0.94,5.25,0.88
4197,0.95,5.29,0.9
4198,0.94,5.29,0.88
4199,0.94,5.29,0.88
4200,0.94,5.29,0.88
4201,0.95,5.31,0.9
4202,0.95,5.35,0.9
4203,0.95,5.37,0.9
4204,0.95,5.37,0.9
4205,0.95,5.37,0.9
4206,0.95,5.39,0.9
4207,0.95,5.4,0.9
4208,0.95,5.42,0.9
4209,0.95,5.42,0.9
4210,0.95,5.42,0.9
4211,0.96,5.46,0.92
4212,0.96,5.46,0.92
4213,0.96,5.47,0.92
4214,0.96,5.46,0.92
4215,0.96,5.46,0.92
4216,0.96,5.48,0.92
4217,0.96,5.52,0.92
4218,0.96,5.5,0.92
4219,0.96,5.48,0.92
4220,0.96,5.48,0.92
4221,0.96,5.45,0.92
4222,0.96,5.43,0.92
4223,0.96,5.35,0.92
4224,0.96,5.35,0.92
4225,0.96,5.37,0.92
4226,0.96,5.36,0.92
4227,0.96,5.34,0.92
4228,0.96,5.34,0.92
4229,0.96,5.34,0.92
4230,0.96,5.34,0.92
4231,0.95,5.33,0.9
4232,0.95,5.33,0.9
4233,0.95,5.35,0.9
4234,0.95,5.34,0.9
4235,0.95,5.35,0.9
4236,0.95,5.37,0.9
4237,0.95,5.37,0.9
4238,0.95,5.37,0.9
4239,0.95,5.38,0.9
4240,0.95,5.38,0.9
4241,0.95,5.36,0.9
4242,0.94,5.32,0.88
4243,0.94,5.32,0.88
4244,0.94,5.32,0.88
4245,0.94,5.32,0.88
4246,0.94,5.32,0.88
4247,0.94,5.33,0.88
4248,0.94,5.33,0.88
4249,0.94,5.34,0.88
4250,0.94,5.33,0.88
4251,0.93,5.29,0.86
4252,0.93,5.29,0.86
4253,0.93,5.3,0.86
4254,0.93,5.3,0.86
4255,0.93,5.3,0.86
4256,0.94,5.32,0.88
4257,0.94,5.32,0.88
4258,0.94,5.34,0.88
4259,0.94,5.33,0.88
4260,0.94,5.33,0.88
4261,0.94,5.31,0.88
4262,0.94,5.31,0.88
4263,0.94,5.29,0.88
4264,0.94,5.3,0.88
4265,0.94,5.3,0.88
4266,0.94,5.3,0.88
4267,0.94,5.3,0.88
4268,0.94,5.32,0.88
4269,0.94,5.34,0.88
4270,0.94,5.35,0.88
4271,0.94,5.35,0.88
4272,0.94,5.37,0.88
4273,0.94,5.39,0.88
4274,0.94,5.41,0.88
4275,0.94,5.42,0.88
4276,0.94,5.39,0.88
4277,0.94,5.41,0.88
4278,0.93,5.37,0.86
4279,0.94,5.41,0.88
4280,0.94,5.41,0.88
4281,0.94,5.41,0.88
4282,0.94,5.41,0.88
4283,0.94,5.41,0.88
4284,0.94,5.41,0.88
4285,0.94,5.39,0.88
4286,0.94,5.38,0.88
4287,0.94,5.4,0.88
4288,0.94,5.4,0.88
4289,0.94,5.4,0.88
4290,0.94,5.4,0.88
4291,0.94,5.4,0.88
4292,0.94,5.41,0.88
4293,0.94,5.41,0.88
4294,0.95,5.46,0.9
4295,0.95,5.46,0.9
4296,0.94,5.45,0.88
4297,0.94,5.46,0.88
4298,0.95,5.48,0.9
4299,0.95,5.5,0.9
4300,0.95,5.51,0.9
4301,0.95,5.51,0.9
4302,0.95,5.47,0.9
4303,0.95,5.47,0.9
4304,0.95,5.47,0.9
4305,0.95,5.48,0.9
4306,0.95,5.45,0.9
4307,0.95,5.46,0.9
4308,0.95,5.46,0.9
4309,0.95,5.48,0.9
4310,0.95,5.48,0.9
4311,0.95,5.5,0.9
4312,0.95,5.5,0.9
4313,0.95,5.56,0.9
4314,0.95,5.56,0.9
4315,0.95,5.56,0.9
4316,0.94,5.51,0.88
4317,0.93,5.43,0.86
4318,0.93,5.43,0.86
4319,0.93,5.43,0.86
4320,0.93,5.43,0.86
4321,0.92,5.4,0.84
4322,0.92,5.44,0.84
4323,0.92,5.46,0.84
4324,0.92,5.49,0.84
4325,0.92,5.47,0.84
4326,0.91,5.44,0.82
4327,0.91,5.45,0.82
4328,0.91,5.45,0.82
4329,0.9,5.45,0.8
4330,0.9,5.45,0.8
4331,0.91,5.48,0.82
4332,0.91,5.48,0.82
4333,0.91,5.46,0.82
4334,0.91,5.46,0.82
4335,0.91,5.45,0.82
4336,0.91,5.44,0.82
4337,0.91,5.44,0.82
4338,0.91,5.44,0.82
4339,0.91,5.43,0.82
4340,0.91,5.43,0.82
4341,0.9,5.4,0.8
4342,0.91,5.44,0.82
4343,0.91,5.44,0.82
4344,0.91,5.45,0.82
4345,0.91,5.45,0.82
4346,0.91,5.49,0.82
4347,0.91,5.5,0.82
4348,0.91,5.5,0.82
4349,0.9,5.47,0.8
4350,0.9,5.47,0.8
4351,0.91,5.5,0.82
4352,0.91,5.5,0.82
4353,0.91,5.49,0.82
4354,0.9,5.48,0.8
4355,0.89,5.45,0.78
