,Q_Rewards1,Q_noSteps1,Q_Accuracy1,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Overall_Accuracy,Overall_Steps,Overall_Reward
1572,-1,1319,0,0.0,15247.35,-0.98,0.0,15247.35,-0.98
1573,-1,24523,0,0.0,15381.93,-0.98,0.0,15381.93,-0.98
1574,-1,27098,0,0.0,15639.94,-0.98,0.0,15639.94,-0.98
1575,-1,9777,0,0.0,15622.28,-0.98,0.0,15622.28,-0.98
1576,-1,34166,0,0.0,15849.46,-0.98,0.0,15849.46,-0.98
1577,-1,1914,0,0.0,15842.0,-0.98,0.0,15842.0,-0.98
1578,-1,8606,0,0.0,15890.76,-0.98,0.0,15890.76,-0.98
1579,-1,19489,0,0.0,16035.25,-0.98,0.0,16035.25,-0.98
1580,-1,12848,0,0.0,16075.95,-0.98,0.0,16075.95,-0.98
1581,-1,5608,0,0.0,16090.69,-0.98,0.0,16090.69,-0.98
1582,-1,11415,0,0.0,15969.0,-0.98,0.0,15969.0,-0.98
1583,-1,7570,0,0.0,15981.05,-0.98,0.0,15981.05,-0.98
1584,-1,38617,0,0.0,16203.27,-0.98,0.0,16203.27,-0.98
1585,-1,12083,0,0.0,16186.35,-0.98,0.0,16186.35,-0.98
1586,-1,9915,0,0.0,16089.28,-0.98,0.0,16089.28,-0.98
1587,-1,22074,0,0.0,15925.69,-0.98,0.0,15925.69,-0.98
1588,-1,6682,0,0.0,15875.37,-0.98,0.0,15875.37,-0.98
1589,-1,22993,0,0.0,16006.04,-0.98,0.0,16006.04,-0.98
1590,-1,3391,0,0.0,15907.5,-0.98,0.0,15907.5,-0.98
1591,-1,4010,0,0.0,15764.73,-0.98,0.0,15764.73,-0.98
1592,-1,36514,0,0.0,15982.51,-0.98,0.0,15982.51,-0.98
1593,-1,12208,0,0.0,15992.95,-0.98,0.0,15992.95,-0.98
1594,-1,10051,0,0.0,16006.87,-0.98,0.0,16006.87,-0.98
1595,-1,5034,0,0.0,16039.27,-0.98,0.0,16039.27,-0.98
1596,-1,3802,0,0.0,15958.73,-0.98,0.0,15958.73,-0.98
1597,-1,6207,0,0.0,15984.02,-0.98,0.0,15984.02,-0.98
1598,-1,13190,0,0.0,15775.98,-0.98,0.0,15775.98,-0.98
1599,-1,31384,0,0.0,16057.46,-0.98,0.0,16057.46,-0.98
1600,-1,12603,0,0.0,15931.27,-0.98,0.0,15931.27,-0.98
1601,-1,13847,0,0.0,15952.88,-0.98,0.0,15952.88,-0.98
1602,-1,13654,0,0.0,15851.9,-0.98,0.0,15851.9,-0.98
1603,-1,13903,0,0.0,15818.0,-0.98,0.0,15818.0,-0.98
1604,-1,28157,0,0.0,15946.41,-0.98,0.0,15946.41,-0.98
1605,-1,16766,0,0.0,15855.73,-0.98,0.0,15855.73,-0.98
1606,-1,2885,0,0.0,15810.35,-0.98,0.0,15810.35,-0.98
1607,-1,7946,0,0.0,15837.57,-0.98,0.0,15837.57,-0.98
1608,-1,21812,0,0.0,15908.56,-0.98,0.0,15908.56,-0.98
1609,-1,13235,0,0.0,16000.75,-0.98,0.0,16000.75,-0.98
1610,-1,3674,0,0.0,16014.37,-0.98,0.0,16014.37,-0.98
1611,-1,5877,0,0.0,16051.57,-0.98,0.0,16051.57,-0.98
1612,-1,12088,0,0.0,15914.0,-0.98,0.0,15914.0,-0.98
1613,-1,5054,0,0.0,15837.94,-0.98,0.0,15837.94,-0.98
1614,-1,9970,0,0.0,15690.06,-0.98,0.0,15690.06,-0.98
1615,-1,11866,0,0.0,15560.5,-0.98,0.0,15560.5,-0.98
1616,-1,25527,0,0.0,15580.89,-0.98,0.0,15580.89,-0.98
1617,-1,2169,0,0.0,15407.45,-0.98,0.0,15407.45,-0.98
1618,-1,10347,0,0.0,15407.41,-0.98,0.0,15407.41,-0.98
1619,-1,9654,0,0.0,15457.69,-0.98,0.0,15457.69,-0.98
1620,-1,15712,0,0.0,15244.65,-0.98,0.0,15244.65,-0.98
1621,-1,30516,0,0.0,15306.05,-0.98,0.0,15306.05,-0.98
1622,-1,37917,0,0.0,15479.54,-0.98,0.0,15479.54,-0.98
1623,-1,4050,0,0.0,15417.54,-0.98,0.0,15417.54,-0.98
1624,-1,4716,0,0.0,15234.46,-0.98,0.0,15234.46,-0.98
1625,-1,18350,0,0.0,15134.33,-0.98,0.0,15134.33,-0.98
1626,-1,22216,0,0.0,15201.93,-0.98,0.0,15201.93,-0.98
1627,-1,31484,0,0.0,15352.65,-0.98,0.0,15352.65,-0.98
1628,-1,9849,0,0.0,15395.44,-0.98,0.0,15395.44,-0.98
1629,-1,17202,0,0.0,15504.05,-0.98,0.0,15504.05,-0.98
1630,-1,13004,0,0.0,15266.19,-0.98,0.0,15266.19,-0.98
1631,-1,17512,0,0.0,15418.54,-0.98,0.0,15418.54,-0.98
1632,-1,12198,0,0.0,15492.56,-0.98,0.0,15492.56,-0.98
1633,-1,3488,0,0.0,15473.45,-0.98,0.0,15473.45,-0.98
1634,-1,39681,0,0.0,15707.64,-0.98,0.0,15707.64,-0.98
1635,-1,34152,0,0.0,15884.98,-0.98,0.0,15884.98,-0.98
1636,-1,43135,0,0.0,16119.67,-0.98,0.0,16119.67,-0.98
1637,-1,8237,0,0.0,15995.58,-0.98,0.0,15995.58,-0.98
1638,-1,15719,0,0.0,15885.25,-0.98,0.0,15885.25,-0.98
1639,-1,7923,0,0.0,15895.06,-0.98,0.0,15895.06,-0.98
1640,-1,6270,0,0.0,15684.55,-0.98,0.0,15684.55,-0.98
1641,-1,35083,0,0.0,15859.26,-0.98,0.0,15859.26,-0.98
1642,-1,12742,0,0.0,15803.73,-0.98,0.0,15803.73,-0.98
1643,-1,10043,0,0.0,15757.3,-0.98,0.0,15757.3,-0.98
1644,-1,13863,0,0.0,15863.25,-0.98,0.0,15863.25,-0.98
1645,-1,17114,0,0.0,15912.38,-0.98,0.0,15912.38,-0.98
