,FVMC_Rewards1,FVMC_noSteps1,FVMC_Accuracy1,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Overall_Accuracy,Overall_Steps,MC Overall_Reward
2140,1,5,1,0.91,5.4,0.82,0.91,5.4,0.82
2141,1,5,1,0.91,5.38,0.82,0.91,5.38,0.82
2142,1,5,1,0.91,5.38,0.82,0.91,5.38,0.82
2143,1,6,1,0.91,5.38,0.82,0.91,5.38,0.82
2144,1,6,1,0.91,5.37,0.82,0.91,5.37,0.82
2145,1,5,1,0.91,5.37,0.82,0.91,5.37,0.82
2146,-1,11,0,0.91,5.42,0.82,0.91,5.42,0.82
2147,1,5,1,0.91,5.42,0.82,0.91,5.42,0.82
2148,1,5,1,0.91,5.41,0.82,0.91,5.41,0.82
2149,1,5,1,0.91,5.39,0.82,0.91,5.39,0.82
2150,1,6,1,0.91,5.4,0.82,0.91,5.4,0.82
2151,1,5,1,0.91,5.38,0.82,0.91,5.38,0.82
2152,-1,4,0,0.9,5.37,0.8,0.9,5.37,0.8
2153,1,5,1,0.9,5.37,0.8,0.9,5.37,0.8
2154,-1,2,0,0.9,5.37,0.8,0.9,5.37,0.8
2155,1,5,1,0.9,5.35,0.8,0.9,5.35,0.8
2156,1,8,1,0.9,5.38,0.8,0.9,5.38,0.8
2157,1,5,1,0.9,5.38,0.8,0.9,5.38,0.8
2158,1,5,1,0.9,5.36,0.8,0.9,5.36,0.8
2159,1,5,1,0.9,5.36,0.8,0.9,5.36,0.8
2160,1,7,1,0.9,5.38,0.8,0.9,5.38,0.8
2161,1,5,1,0.9,5.36,0.8,0.9,5.36,0.8
2162,-1,1,0,0.89,5.32,0.78,0.89,5.32,0.78
2163,1,5,1,0.89,5.32,0.78,0.89,5.32,0.78
2164,1,5,1,0.89,5.32,0.78,0.89,5.32,0.78
2165,1,5,1,0.89,5.21,0.78,0.89,5.21,0.78
2166,-1,3,0,0.89,5.21,0.78,0.89,5.21,0.78
2167,-1,4,0,0.88,5.2,0.76,0.88,5.2,0.76
2168,1,5,1,0.88,5.2,0.76,0.88,5.2,0.76
2169,1,5,1,0.88,5.18,0.76,0.88,5.18,0.76
2170,1,7,1,0.88,5.2,0.76,0.88,5.2,0.76
2171,1,5,1,0.88,5.18,0.76,0.88,5.18,0.76
2172,1,5,1,0.88,5.18,0.76,0.88,5.18,0.76
2173,1,5,1,0.88,5.18,0.76,0.88,5.18,0.76
2174,1,5,1,0.88,5.17,0.76,0.88,5.17,0.76
2175,1,5,1,0.88,5.17,0.76,0.88,5.17,0.76
2176,1,5,1,0.88,5.15,0.76,0.88,5.15,0.76
2177,1,5,1,0.88,5.13,0.76,0.88,5.13,0.76
2178,1,5,1,0.88,5.13,0.76,0.88,5.13,0.76
2179,1,5,1,0.88,5.13,0.76,0.88,5.13,0.76
2180,1,5,1,0.88,5.13,0.76,0.88,5.13,0.76
2181,1,5,1,0.88,5.13,0.76,0.88,5.13,0.76
2182,1,8,1,0.88,5.16,0.76,0.88,5.16,0.76
2183,1,5,1,0.89,5.2,0.78,0.89,5.2,0.78
2184,1,5,1,0.89,5.2,0.78,0.89,5.2,0.78
2185,1,5,1,0.89,5.2,0.78,0.89,5.2,0.78
2186,-1,4,0,0.88,5.18,0.76,0.88,5.18,0.76
2187,-1,1,0,0.87,5.14,0.74,0.87,5.14,0.74
2188,1,7,1,0.87,5.16,0.74,0.87,5.16,0.74
2189,1,5,1,0.87,5.16,0.74,0.87,5.16,0.74
2190,-1,4,0,0.86,5.15,0.72,0.86,5.15,0.72
2191,-1,1,0,0.85,5.11,0.7,0.85,5.11,0.7
2192,1,6,1,0.85,5.12,0.7,0.85,5.12,0.7
2193,1,5,1,0.85,5.12,0.7,0.85,5.12,0.7
2194,1,5,1,0.85,5.1,0.7,0.85,5.1,0.7
2195,1,5,1,0.86,5.14,0.72,0.86,5.14,0.72
2196,1,5,1,0.86,5.13,0.72,0.86,5.13,0.72
2197,1,5,1,0.86,5.13,0.72,0.86,5.13,0.72
2198,1,5,1,0.86,5.13,0.72,0.86,5.13,0.72
2199,1,5,1,0.86,5.13,0.72,0.86,5.13,0.72
2200,-1,2,0,0.85,5.1,0.7,0.85,5.1,0.7
2201,1,5,1,0.85,5.08,0.7,0.85,5.08,0.7
2202,1,5,1,0.85,5.08,0.7,0.85,5.08,0.7
2203,1,5,1,0.86,5.11,0.72,0.86,5.11,0.72
2204,1,5,1,0.86,5.1,0.72,0.86,5.1,0.72
2205,1,8,1,0.86,5.13,0.72,0.86,5.13,0.72
2206,1,5,1,0.86,5.13,0.72,0.86,5.13,0.72
2207,-1,4,0,0.85,5.12,0.7,0.85,5.12,0.7
2208,1,5,1,0.85,5.12,0.7,0.85,5.12,0.7
2209,1,5,1,0.85,5.12,0.7,0.85,5.12,0.7
2210,1,5,1,0.85,5.12,0.7,0.85,5.12,0.7
2211,1,7,1,0.85,5.13,0.7,0.85,5.13,0.7
2212,1,5,1,0.85,5.13,0.7,0.85,5.13,0.7
2213,1,5,1,0.86,5.17,0.72,0.86,5.17,0.72
2214,1,5,1,0.86,5.14,0.72,0.86,5.14,0.72
2215,1,5,1,0.86,5.12,0.72,0.86,5.12,0.72
2216,-1,2,0,0.85,5.09,0.7,0.85,5.09,0.7
2217,1,5,1,0.85,5.09,0.7,0.85,5.09,0.7
2218,1,5,1,0.85,5.09,0.7,0.85,5.09,0.7
2219,1,5,1,0.86,5.1,0.72,0.86,5.1,0.72
2220,1,5,1,0.86,5.1,0.72,0.86,5.1,0.72
2221,1,6,1,0.86,5.11,0.72,0.86,5.11,0.72
2222,1,6,1,0.86,5.12,0.72,0.86,5.12,0.72
2223,1,5,1,0.86,5.12,0.72,0.86,5.12,0.72
2224,1,5,1,0.86,5.12,0.72,0.86,5.12,0.72
2225,1,5,1,0.86,5.12,0.72,0.86,5.12,0.72
2226,1,5,1,0.86,5.12,0.72,0.86,5.12,0.72
2227,1,5,1,0.86,5.12,0.72,0.86,5.12,0.72
2228,-1,9,0,0.85,5.12,0.7,0.85,5.12,0.7
2229,-1,2,0,0.84,5.09,0.68,0.84,5.09,0.68
2230,-1,2,0,0.83,5.06,0.66,0.83,5.06,0.66
2231,1,5,1,0.83,5.02,0.66,0.83,5.02,0.66
2232,1,5,1,0.83,5.02,0.66,0.83,5.02,0.66
2233,1,5,1,0.83,5.02,0.66,0.83,5.02,0.66
2234,1,5,1,0.83,5,0.66,0.83,5,0.66
2235,1,5,1,0.83,5,0.66,0.83,5,0.66
2236,-1,4,0,0.83,5,0.66,0.83,5,0.66
2237,1,5,1,0.83,4.98,0.66,0.83,4.98,0.66
2238,1,5,1,0.83,4.98,0.66,0.83,4.98,0.66
2239,1,15,1,0.83,5.08,0.66,0.83,5.08,0.66
2240,1,5,1,0.83,5.08,0.66,0.83,5.08,0.66
2241,1,6,1,0.83,5.09,0.66,0.83,5.09,0.66
2242,1,5,1,0.83,5.09,0.66,0.83,5.09,0.66
2243,1,6,1,0.83,5.09,0.66,0.83,5.09,0.66
2244,1,5,1,0.83,5.08,0.66,0.83,5.08,0.66
2245,1,5,1,0.83,5.08,0.66,0.83,5.08,0.66
2246,-1,4,0,0.83,5.01,0.66,0.83,5.01,0.66
2247,1,5,1,0.83,5.01,0.66,0.83,5.01,0.66
2248,1,5,1,0.83,5.01,0.66,0.83,5.01,0.66
2249,-1,3,0,0.82,4.99,0.64,0.82,4.99,0.64
2250,1,5,1,0.82,4.98,0.64,0.82,4.98,0.64
2251,1,5,1,0.82,4.98,0.64,0.82,4.98,0.64
2252,1,5,1,0.83,4.99,0.66,0.83,4.99,0.66
2253,1,5,1,0.83,4.99,0.66,0.83,4.99,0.66
2254,1,7,1,0.84,5.04,0.68,0.84,5.04,0.68
2255,1,6,1,0.84,5.05,0.68,0.84,5.05,0.68
2256,1,5,1,0.84,5.02,0.68,0.84,5.02,0.68
2257,1,7,1,0.84,5.04,0.68,0.84,5.04,0.68
2258,1,15,1,0.84,5.14,0.68,0.84,5.14,0.68
2259,1,5,1,0.84,5.14,0.68,0.84,5.14,0.68
2260,1,5,1,0.84,5.12,0.68,0.84,5.12,0.68
2261,1,5,1,0.84,5.12,0.68,0.84,5.12,0.68
2262,1,5,1,0.85,5.16,0.7,0.85,5.16,0.7
2263,1,7,1,0.85,5.18,0.7,0.85,5.18,0.7
2264,1,5,1,0.85,5.18,0.7,0.85,5.18,0.7
2265,1,7,1,0.85,5.2,0.7,0.85,5.2,0.7
2266,1,7,1,0.86,5.24,0.72,0.86,5.24,0.72
2267,1,5,1,0.87,5.25,0.74,0.87,5.25,0.74
2268,1,5,1,0.87,5.25,0.74,0.87,5.25,0.74
2269,1,6,1,0.87,5.26,0.74,0.87,5.26,0.74
2270,1,5,1,0.87,5.24,0.74,0.87,5.24,0.74
2271,1,5,1,0.87,5.24,0.74,0.87,5.24,0.74
2272,1,5,1,0.87,5.24,0.74,0.87,5.24,0.74
2273,1,5,1,0.87,5.24,0.74,0.87,5.24,0.74
2274,1,5,1,0.87,5.24,0.74,0.87,5.24,0.74
2275,1,5,1,0.87,5.24,0.74,0.87,5.24,0.74
2276,1,7,1,0.87,5.26,0.74,0.87,5.26,0.74
2277,-1,1,0,0.86,5.22,0.72,0.86,5.22,0.72
2278,1,5,1,0.86,5.22,0.72,0.86,5.22,0.72
2279,1,5,1,0.86,5.22,0.72,0.86,5.22,0.72
2280,1,5,1,0.86,5.22,0.72,0.86,5.22,0.72
2281,1,5,1,0.86,5.22,0.72,0.86,5.22,0.72
2282,1,5,1,0.86,5.19,0.72,0.86,5.19,0.72
2283,1,5,1,0.86,5.19,0.72,0.86,5.19,0.72
2284,1,5,1,0.86,5.19,0.72,0.86,5.19,0.72
2285,1,10,1,0.86,5.24,0.72,0.86,5.24,0.72
2286,1,5,1,0.87,5.25,0.74,0.87,5.25,0.74
2287,1,5,1,0.88,5.29,0.76,0.88,5.29,0.76
2288,-1,3,0,0.87,5.25,0.74,0.87,5.25,0.74
2289,1,5,1,0.87,5.25,0.74,0.87,5.25,0.74
2290,1,5,1,0.88,5.26,0.76,0.88,5.26,0.76
2291,1,5,1,0.89,5.3,0.78,0.89,5.3,0.78
2292,1,7,1,0.89,5.31,0.78,0.89,5.31,0.78
2293,1,5,1,0.89,5.31,0.78,0.89,5.31,0.78
2294,1,5,1,0.89,5.31,0.78,0.89,5.31,0.78
2295,1,6,1,0.89,5.32,0.78,0.89,5.32,0.78
2296,1,5,1,0.89,5.32,0.78,0.89,5.32,0.78
2297,1,6,1,0.89,5.33,0.78,0.89,5.33,0.78
2298,1,5,1,0.89,5.33,0.78,0.89,5.33,0.78
2299,1,5,1,0.89,5.33,0.78,0.89,5.33,0.78
2300,1,7,1,0.9,5.38,0.8,0.9,5.38,0.8
2301,1,6,1,0.9,5.39,0.8,0.9,5.39,0.8
2302,1,5,1,0.9,5.39,0.8,0.9,5.39,0.8
2303,1,5,1,0.9,5.39,0.8,0.9,5.39,0.8
2304,1,5,1,0.9,5.39,0.8,0.9,5.39,0.8
2305,1,5,1,0.9,5.36,0.8,0.9,5.36,0.8
2306,1,5,1,0.9,5.36,0.8,0.9,5.36,0.8
2307,1,5,1,0.91,5.37,0.82,0.91,5.37,0.82
2308,1,5,1,0.91,5.37,0.82,0.91,5.37,0.82
2309,1,5,1,0.91,5.37,0.82,0.91,5.37,0.82
2310,1,5,1,0.91,5.37,0.82,0.91,5.37,0.82
2311,1,5,1,0.91,5.35,0.82,0.91,5.35,0.82
2312,1,5,1,0.91,5.35,0.82,0.91,5.35,0.82
2313,-1,4,0,0.9,5.34,0.8,0.9,5.34,0.8
2314,1,5,1,0.9,5.34,0.8,0.9,5.34,0.8
2315,1,5,1,0.9,5.34,0.8,0.9,5.34,0.8
2316,1,5,1,0.91,5.37,0.82,0.91,5.37,0.82
2317,-1,3,0,0.9,5.35,0.8,0.9,5.35,0.8
2318,1,5,1,0.9,5.35,0.8,0.9,5.35,0.8
2319,1,5,1,0.9,5.35,0.8,0.9,5.35,0.8
2320,-1,4,0,0.89,5.34,0.78,0.89,5.34,0.78
2321,1,6,1,0.89,5.34,0.78,0.89,5.34,0.78
2322,1,5,1,0.89,5.33,0.78,0.89,5.33,0.78
2323,1,7,1,0.89,5.35,0.78,0.89,5.35,0.78
2324,-1,3,0,0.88,5.33,0.76,0.88,5.33,0.76
2325,1,5,1,0.88,5.33,0.76,0.88,5.33,0.76
2326,1,5,1,0.88,5.33,0.76,0.88,5.33,0.76
2327,1,6,1,0.88,5.34,0.76,0.88,5.34,0.76
2328,1,6,1,0.89,5.31,0.78,0.89,5.31,0.78
2329,1,5,1,0.9,5.34,0.8,0.9,5.34,0.8
2330,-1,3,0,0.9,5.35,0.8,0.9,5.35,0.8
2331,1,5,1,0.9,5.35,0.8,0.9,5.35,0.8
2332,1,5,1,0.9,5.35,0.8,0.9,5.35,0.8
2333,1,6,1,0.9,5.36,0.8,0.9,5.36,0.8
2334,-1,1,0,0.89,5.32,0.78,0.89,5.32,0.78
2335,1,5,1,0.89,5.32,0.78,0.89,5.32,0.78
2336,1,5,1,0.9,5.33,0.8,0.9,5.33,0.8
2337,-1,3,0,0.89,5.31,0.78,0.89,5.31,0.78
2338,-1,4,0,0.88,5.3,0.76,0.88,5.3,0.76
2339,1,5,1,0.88,5.2,0.76,0.88,5.2,0.76
2340,1,5,1,0.88,5.2,0.76,0.88,5.2,0.76
2341,1,5,1,0.88,5.19,0.76,0.88,5.19,0.76
2342,1,5,1,0.88,5.19,0.76,0.88,5.19,0.76
2343,1,5,1,0.88,5.18,0.76,0.88,5.18,0.76
2344,-1,3,0,0.87,5.16,0.74,0.87,5.16,0.74
2345,-1,3,0,0.86,5.14,0.72,0.86,5.14,0.72
2346,-1,2,0,0.86,5.12,0.72,0.86,5.12,0.72
2347,1,8,1,0.86,5.15,0.72,0.86,5.15,0.72
2348,1,5,1,0.86,5.15,0.72,0.86,5.15,0.72
2349,1,7,1,0.87,5.19,0.74,0.87,5.19,0.74
2350,1,5,1,0.87,5.19,0.74,0.87,5.19,0.74
2351,1,5,1,0.87,5.19,0.74,0.87,5.19,0.74
2352,1,5,1,0.87,5.19,0.74,0.87,5.19,0.74
2353,1,5,1,0.87,5.19,0.74,0.87,5.19,0.74
2354,1,5,1,0.87,5.17,0.74,0.87,5.17,0.74
2355,1,15,1,0.87,5.26,0.74,0.87,5.26,0.74
2356,1,5,1,0.87,5.26,0.74,0.87,5.26,0.74
2357,-1,4,0,0.86,5.23,0.72,0.86,5.23,0.72
2358,-1,4,0,0.85,5.12,0.7,0.85,5.12,0.7
2359,1,5,1,0.85,5.12,0.7,0.85,5.12,0.7
2360,1,5,1,0.85,5.12,0.7,0.85,5.12,0.7
2361,1,5,1,0.85,5.12,0.7,0.85,5.12,0.7
2362,1,7,1,0.85,5.14,0.7,0.85,5.14,0.7
2363,1,5,1,0.85,5.12,0.7,0.85,5.12,0.7
2364,-1,2,0,0.84,5.09,0.68,0.84,5.09,0.68
2365,-1,12,0,0.83,5.14,0.66,0.83,5.14,0.66
2366,1,5,1,0.83,5.12,0.66,0.83,5.12,0.66
2367,-1,3,0,0.82,5.1,0.64,0.82,5.1,0.64
2368,1,5,1,0.82,5.1,0.64,0.82,5.1,0.64
2369,1,5,1,0.82,5.09,0.64,0.82,5.09,0.64
2370,1,5,1,0.82,5.09,0.64,0.82,5.09,0.64
2371,1,5,1,0.82,5.09,0.64,0.82,5.09,0.64
2372,1,5,1,0.82,5.09,0.64,0.82,5.09,0.64
2373,1,5,1,0.82,5.09,0.64,0.82,5.09,0.64
2374,1,5,1,0.82,5.09,0.64,0.82,5.09,0.64
2375,1,5,1,0.82,5.09,0.64,0.82,5.09,0.64
2376,1,5,1,0.82,5.07,0.64,0.82,5.07,0.64
2377,1,5,1,0.83,5.11,0.66,0.83,5.11,0.66
2378,1,7,1,0.83,5.13,0.66,0.83,5.13,0.66
2379,1,5,1,0.83,5.13,0.66,0.83,5.13,0.66
2380,1,5,1,0.83,5.13,0.66,0.83,5.13,0.66
2381,1,6,1,0.83,5.14,0.66,0.83,5.14,0.66
2382,1,5,1,0.83,5.14,0.66,0.83,5.14,0.66
2383,1,5,1,0.83,5.14,0.66,0.83,5.14,0.66
2384,1,5,1,0.83,5.14,0.66,0.83,5.14,0.66
2385,1,5,1,0.83,5.09,0.66,0.83,5.09,0.66
2386,1,5,1,0.83,5.09,0.66,0.83,5.09,0.66
2387,1,5,1,0.83,5.09,0.66,0.83,5.09,0.66
2388,1,5,1,0.84,5.11,0.68,0.84,5.11,0.68
2389,1,7,1,0.84,5.13,0.68,0.84,5.13,0.68
2390,1,5,1,0.84,5.13,0.68,0.84,5.13,0.68
2391,1,5,1,0.84,5.13,0.68,0.84,5.13,0.68
2392,1,5,1,0.84,5.11,0.68,0.84,5.11,0.68
2393,1,5,1,0.84,5.11,0.68,0.84,5.11,0.68
2394,1,5,1,0.84,5.11,0.68,0.84,5.11,0.68
2395,1,6,1,0.84,5.11,0.68,0.84,5.11,0.68
2396,1,7,1,0.84,5.13,0.68,0.84,5.13,0.68
2397,1,6,1,0.84,5.13,0.68,0.84,5.13,0.68
2398,1,5,1,0.84,5.13,0.68,0.84,5.13,0.68
2399,1,5,1,0.84,5.13,0.68,0.84,5.13,0.68
2400,1,5,1,0.84,5.11,0.68,0.84,5.11,0.68
2401,1,5,1,0.84,5.1,0.68,0.84,5.1,0.68
2402,1,5,1,0.84,5.1,0.68,0.84,5.1,0.68
2403,1,7,1,0.84,5.12,0.68,0.84,5.12,0.68
2404,1,5,1,0.84,5.12,0.68,0.84,5.12,0.68
2405,1,7,1,0.84,5.14,0.68,0.84,5.14,0.68
2406,1,5,1,0.84,5.14,0.68,0.84,5.14,0.68
2407,1,5,1,0.84,5.14,0.68,0.84,5.14,0.68
2408,1,5,1,0.84,5.14,0.68,0.84,5.14,0.68
2409,1,5,1,0.84,5.14,0.68,0.84,5.14,0.68
2410,1,5,1,0.84,5.14,0.68,0.84,5.14,0.68
2411,1,5,1,0.84,5.14,0.68,0.84,5.14,0.68
2412,1,5,1,0.84,5.14,0.68,0.84,5.14,0.68
2413,1,6,1,0.85,5.16,0.7,0.85,5.16,0.7
2414,1,5,1,0.85,5.16,0.7,0.85,5.16,0.7
2415,1,7,1,0.85,5.18,0.7,0.85,5.18,0.7
2416,1,5,1,0.85,5.18,0.7,0.85,5.18,0.7
2417,1,5,1,0.86,5.2,0.72,0.86,5.2,0.72
2418,1,5,1,0.86,5.2,0.72,0.86,5.2,0.72
2419,1,6,1,0.86,5.21,0.72,0.86,5.21,0.72
2420,1,5,1,0.87,5.22,0.74,0.87,5.22,0.74
2421,1,5,1,0.87,5.21,0.74,0.87,5.21,0.74
2422,1,7,1,0.87,5.23,0.74,0.87,5.23,0.74
2423,1,5,1,0.87,5.21,0.74,0.87,5.21,0.74
2424,1,5,1,0.88,5.23,0.76,0.88,5.23,0.76
2425,1,5,1,0.88,5.23,0.76,0.88,5.23,0.76
2426,1,5,1,0.88,5.23,0.76,0.88,5.23,0.76
2427,1,5,1,0.88,5.22,0.76,0.88,5.22,0.76
2428,1,5,1,0.88,5.21,0.76,0.88,5.21,0.76
2429,1,7,1,0.88,5.23,0.76,0.88,5.23,0.76
2430,-1,4,0,0.88,5.24,0.76,0.88,5.24,0.76
2431,1,7,1,0.88,5.26,0.76,0.88,5.26,0.76
2432,1,5,1,0.88,5.26,0.76,0.88,5.26,0.76
2433,1,7,1,0.88,5.27,0.76,0.88,5.27,0.76
2434,1,5,1,0.89,5.31,0.78,0.89,5.31,0.78
2435,1,5,1,0.89,5.31,0.78,0.89,5.31,0.78
2436,1,13,1,0.89,5.39,0.78,0.89,5.39,0.78
2437,-1,4,0,0.89,5.4,0.78,0.89,5.4,0.78
2438,1,9,1,0.9,5.45,0.8,0.9,5.45,0.8
2439,1,5,1,0.9,5.45,0.8,0.9,5.45,0.8
2440,1,5,1,0.9,5.45,0.8,0.9,5.45,0.8
2441,-1,3,0,0.89,5.43,0.78,0.89,5.43,0.78
2442,1,5,1,0.89,5.43,0.78,0.89,5.43,0.78
2443,1,5,1,0.89,5.43,0.78,0.89,5.43,0.78
2444,1,5,1,0.9,5.45,0.8,0.9,5.45,0.8
2445,1,5,1,0.91,5.47,0.82,0.91,5.47,0.82
2446,1,5,1,0.92,5.5,0.84,0.92,5.5,0.84
2447,1,5,1,0.92,5.47,0.84,0.92,5.47,0.84
2448,1,7,1,0.92,5.49,0.84,0.92,5.49,0.84
2449,1,5,1,0.92,5.47,0.84,0.92,5.47,0.84
2450,-1,4,0,0.91,5.46,0.82,0.91,5.46,0.82
2451,1,6,1,0.91,5.47,0.82,0.91,5.47,0.82
2452,-1,2,0,0.9,5.44,0.8,0.9,5.44,0.8
2453,1,5,1,0.9,5.44,0.8,0.9,5.44,0.8
2454,1,5,1,0.9,5.44,0.8,0.9,5.44,0.8
2455,-1,2,0,0.89,5.31,0.78,0.89,5.31,0.78
2456,1,5,1,0.89,5.31,0.78,0.89,5.31,0.78
2457,1,5,1,0.9,5.32,0.8,0.9,5.32,0.8
2458,1,5,1,0.91,5.33,0.82,0.91,5.33,0.82
2459,1,5,1,0.91,5.33,0.82,0.91,5.33,0.82
2460,1,5,1,0.91,5.33,0.82,0.91,5.33,0.82
2461,-1,3,0,0.9,5.31,0.8,0.9,5.31,0.8
2462,1,5,1,0.9,5.29,0.8,0.9,5.29,0.8
2463,1,5,1,0.9,5.29,0.8,0.9,5.29,0.8
2464,1,5,1,0.91,5.32,0.82,0.91,5.32,0.82
2465,1,5,1,0.92,5.25,0.84,0.92,5.25,0.84
2466,1,8,1,0.92,5.28,0.84,0.92,5.28,0.84
2467,1,6,1,0.93,5.31,0.86,0.93,5.31,0.86
2468,1,5,1,0.93,5.31,0.86,0.93,5.31,0.86
2469,1,5,1,0.93,5.31,0.86,0.93,5.31,0.86
2470,1,5,1,0.93,5.31,0.86,0.93,5.31,0.86
2471,1,6,1,0.93,5.32,0.86,0.93,5.32,0.86
2472,1,5,1,0.93,5.32,0.86,0.93,5.32,0.86
2473,1,7,1,0.93,5.34,0.86,0.93,5.34,0.86
2474,1,5,1,0.93,5.34,0.86,0.93,5.34,0.86
2475,-1,3,0,0.92,5.32,0.84,0.92,5.32,0.84
2476,1,5,1,0.92,5.32,0.84,0.92,5.32,0.84
2477,1,5,1,0.92,5.32,0.84,0.92,5.32,0.84
2478,1,5,1,0.92,5.3,0.84,0.92,5.3,0.84
2479,-1,3,0,0.91,5.28,0.82,0.91,5.28,0.82
2480,1,5,1,0.91,5.28,0.82,0.91,5.28,0.82
2481,1,5,1,0.91,5.27,0.82,0.91,5.27,0.82
2482,1,5,1,0.91,5.27,0.82,0.91,5.27,0.82
2483,1,5,1,0.91,5.27,0.82,0.91,5.27,0.82
2484,1,9,1,0.91,5.31,0.82,0.91,5.31,0.82
2485,1,7,1,0.91,5.33,0.82,0.91,5.33,0.82
2486,1,7,1,0.91,5.35,0.82,0.91,5.35,0.82
2487,1,5,1,0.91,5.35,0.82,0.91,5.35,0.82
2488,1,9,1,0.91,5.39,0.82,0.91,5.39,0.82
2489,1,9,1,0.91,5.41,0.82,0.91,5.41,0.82
2490,1,5,1,0.91,5.41,0.82,0.91,5.41,0.82
2491,1,5,1,0.91,5.41,0.82,0.91,5.41,0.82
2492,1,5,1,0.91,5.41,0.82,0.91,5.41,0.82
2493,1,7,1,0.91,5.43,0.82,0.91,5.43,0.82
2494,1,5,1,0.91,5.43,0.82,0.91,5.43,0.82
2495,1,7,1,0.91,5.44,0.82,0.91,5.44,0.82
2496,1,7,1,0.91,5.44,0.82,0.91,5.44,0.82
2497,-1,4,0,0.9,5.42,0.8,0.9,5.42,0.8
2498,1,5,1,0.9,5.42,0.8,0.9,5.42,0.8
2499,1,5,1,0.9,5.42,0.8,0.9,5.42,0.8
2500,1,7,1,0.9,5.44,0.8,0.9,5.44,0.8
2501,1,5,1,0.9,5.44,0.8,0.9,5.44,0.8
2502,1,6,1,0.9,5.45,0.8,0.9,5.45,0.8
2503,1,5,1,0.9,5.43,0.8,0.9,5.43,0.8
2504,1,5,1,0.9,5.43,0.8,0.9,5.43,0.8
2505,1,6,1,0.9,5.42,0.8,0.9,5.42,0.8
2506,-1,4,0,0.89,5.41,0.78,0.89,5.41,0.78
2507,1,5,1,0.89,5.41,0.78,0.89,5.41,0.78
2508,1,5,1,0.89,5.41,0.78,0.89,5.41,0.78
2509,1,7,1,0.89,5.43,0.78,0.89,5.43,0.78
2510,-1,4,0,0.88,5.42,0.76,0.88,5.42,0.76
2511,1,7,1,0.88,5.44,0.76,0.88,5.44,0.76
2512,1,6,1,0.88,5.45,0.76,0.88,5.45,0.76
2513,1,6,1,0.88,5.45,0.76,0.88,5.45,0.76
2514,1,5,1,0.88,5.45,0.76,0.88,5.45,0.76
2515,1,5,1,0.88,5.43,0.76,0.88,5.43,0.76
2516,1,5,1,0.88,5.43,0.76,0.88,5.43,0.76
2517,1,5,1,0.88,5.43,0.76,0.88,5.43,0.76
2518,1,5,1,0.88,5.43,0.76,0.88,5.43,0.76
2519,1,5,1,0.88,5.42,0.76,0.88,5.42,0.76
2520,1,5,1,0.88,5.42,0.76,0.88,5.42,0.76
2521,1,5,1,0.88,5.42,0.76,0.88,5.42,0.76
2522,1,5,1,0.88,5.4,0.76,0.88,5.4,0.76
2523,1,5,1,0.88,5.4,0.76,0.88,5.4,0.76
2524,1,7,1,0.88,5.42,0.76,0.88,5.42,0.76
2525,1,5,1,0.88,5.42,0.76,0.88,5.42,0.76
2526,1,5,1,0.88,5.42,0.76,0.88,5.42,0.76
2527,1,5,1,0.88,5.42,0.76,0.88,5.42,0.76
2528,1,5,1,0.88,5.42,0.76,0.88,5.42,0.76
2529,1,5,1,0.88,5.4,0.76,0.88,5.4,0.76
2530,1,5,1,0.89,5.41,0.78,0.89,5.41,0.78
2531,-1,3,0,0.88,5.37,0.76,0.88,5.37,0.76
2532,1,5,1,0.88,5.37,0.76,0.88,5.37,0.76
2533,1,6,1,0.88,5.36,0.76,0.88,5.36,0.76
2534,1,7,1,0.88,5.38,0.76,0.88,5.38,0.76
2535,1,5,1,0.88,5.38,0.76,0.88,5.38,0.76
2536,1,5,1,0.88,5.3,0.76,0.88,5.3,0.76
2537,1,5,1,0.89,5.31,0.78,0.89,5.31,0.78
2538,1,5,1,0.89,5.27,0.78,0.89,5.27,0.78
2539,1,5,1,0.89,5.27,0.78,0.89,5.27,0.78
2540,1,5,1,0.89,5.27,0.78,0.89,5.27,0.78
2541,1,6,1,0.9,5.3,0.8,0.9,5.3,0.8
2542,1,5,1,0.9,5.3,0.8,0.9,5.3,0.8
2543,1,5,1,0.9,5.3,0.8,0.9,5.3,0.8
2544,1,5,1,0.9,5.3,0.8,0.9,5.3,0.8
2545,1,5,1,0.9,5.3,0.8,0.9,5.3,0.8
2546,1,5,1,0.9,5.3,0.8,0.9,5.3,0.8
2547,1,7,1,0.9,5.32,0.8,0.9,5.32,0.8
2548,-1,3,0,0.89,5.28,0.78,0.89,5.28,0.78
2549,1,7,1,0.89,5.3,0.78,0.89,5.3,0.78
2550,1,7,1,0.9,5.33,0.8,0.9,5.33,0.8
2551,-1,1,0,0.89,5.28,0.78,0.89,5.28,0.78
2552,1,5,1,0.9,5.31,0.8,0.9,5.31,0.8
2553,-1,3,0,0.89,5.29,0.78,0.89,5.29,0.78
2554,1,6,1,0.89,5.3,0.78,0.89,5.3,0.78
2555,1,5,1,0.9,5.33,0.8,0.9,5.33,0.8
2556,1,7,1,0.9,5.35,0.8,0.9,5.35,0.8
2557,1,5,1,0.9,5.35,0.8,0.9,5.35,0.8
2558,1,5,1,0.9,5.35,0.8,0.9,5.35,0.8
